qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,qseqid_ID,qseqid_genome_length,protein_ncbi_acc,definition,virus,protein_length,genome_ncbi_acc,sseqid_genome_length,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species,Exemplar or additional isolate,Virus name(s),Virus name abbreviation(s),Virus isolate designation,Virus GENBANK accession,Virus REFSEQ accession,Genome coverage,Genome composition,Host source,conserved_AA_#
CR10_S3_NODE_1_length_183431_cov_8.855302_114,QBP07545.1,28.0,211,110,6,201,376,201,404,3.61e-13,73.9,CR10_S3_NODE_1_length_183431_cov_8.855302,172707,QBP07545.1,putative AAA family ATPase,Erwinia phage Derbicus,482.0,MK514282.1,223950.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Derbicusvirus,,Derbicusvirus derbicus,E,Erwinia phage Derbicus,,,MK514282,NC_048173,Complete genome,dsDNA,bacteria,59.08
CR10_S3_NODE_1_length_183431_cov_8.855302_12,AAL21804.1,28.8,243,139,8,57,272,87,322,3.51e-12,68.6,CR10_S3_NODE_1_length_183431_cov_8.855302,172707,AAL21804.1,sigma S (sigma 38) factor of RNA polymerase,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,330.0,AE006468.2,4857450.0,,,,,,,,,,,,,,,,,,,,,,,,,69.98400000000001
CR10_S3_NODE_1_length_183431_cov_8.855302_143,QGH74672.1,45.5,670,344,11,4,673,2,650,1.73e-200,582.0,CR10_S3_NODE_1_length_183431_cov_8.855302,172707,QGH74672.1,hypothetical protein DSS3VP1_00104,Bacteriophage DSS3_VP1,660.0,MN602266.1,75087.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Naomviridae,,Noahvirus,,Noahvirus arc,E,Bacteriophage DSS3_VP1,,,MN602266,NC_055826,Complete genome,dsDNA,bacteria,304.85
CR10_S3_NODE_1_length_183431_cov_8.855302_149,ARK07909.1,47.8,134,67,2,4,137,3,133,3.37e-32,113.0,CR10_S3_NODE_1_length_183431_cov_8.855302,172707,ARK07909.1,hypothetical protein phiA829_089,Aeromonas phage phiA8-29,133.0,KY914485.1,144974.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Ackermannviridae,,Tedavirus,,Tedavirus A829,E,Aeromonas phage phiA8-29,,,KY914485,NC_048660,Complete genome,dsDNA,bacteria,64.052
CR10_S3_NODE_1_length_183431_cov_8.855302_18,ATG86354.1,27.2,892,516,27,122,935,74,910,3.48e-54,207.0,CR10_S3_NODE_1_length_183431_cov_8.855302,172707,ATG86354.1,DNA polymerase,Lactobacillus phage LpeD,1000.0,MF787246.1,145162.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Herelleviridae,,Elpedvirus,,Elpedvirus LpeD,E,Lactobacillus phage LpeD,,,MF787246,NC_048677,Complete genome,dsDNA,bacteria,242.624
CR10_S3_NODE_1_length_183431_cov_8.855302_192,ALH23767.1,38.9,95,50,4,2,92,12,102,8.74e-13,63.5,CR10_S3_NODE_1_length_183431_cov_8.855302,172707,ALH23767.1,hypothetical protein PaMx25_63,Pseudomonas phage PaMx25,210.0,JQ067084.3,57899.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Queuovirinae,Nipunavirus,,Nipunavirus PaMx25,E,Pseudomonas phage PaMx25,,,JQ067084,NC_041953,Complete genome,dsDNA,bacteria,36.955
CR10_S3_NODE_1_length_183431_cov_8.855302_200,AWY06903.1,39.8,83,47,2,3,84,2,82,1.52e-10,54.7,CR10_S3_NODE_1_length_183431_cov_8.855302,172707,AWY06903.1,hypothetical protein CPT_Mineola_008,Klebsiella phage Mineola,82.0,MH333064.1,166130.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Straboviridae,Tevenvirinae,Jiaodavirus,,Jiaodavirus mineola,E,Klebsiella phage Mineola,,,MH333064,NC_055748,Complete genome,dsDNA,bacteria,33.034
CR10_S3_NODE_1_length_183431_cov_8.855302_219,AMB18612.1,30.2,179,116,4,1,170,1,179,1.2e-17,79.3,CR10_S3_NODE_1_length_183431_cov_8.855302,172707,AMB18612.1,RNase H,Bacillus phage Eldridge,187.0,KU253712.1,165868.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Herelleviridae,Bastillevirinae,Eldridgevirus,,Eldridgevirus eldridge,E,Bacillus phage Eldridge,,,KU253712,NC_030920,Complete genome,dsDNA,bacteria,54.058
CR10_S3_NODE_1_length_183431_cov_8.855302_221,QJD50858.1,54.2,142,46,2,7,148,8,130,1.0599999999999999e-45,147.0,CR10_S3_NODE_1_length_183431_cov_8.855302,172707,QJD50858.1,membrane protein,Streptomyces phage Bmoc,130.0,MT310865.1,132885.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus bmoc,E,Streptomyces phage Bmoc,,,MT310865,NC_055842,Complete genome,dsDNA,bacteria,76.964
CR10_S3_NODE_1_length_183431_cov_8.855302_232,AXF40778.1,31.1,177,81,6,1,147,7,172,3.94e-15,71.2,CR10_S3_NODE_1_length_183431_cov_8.855302,172707,AXF40778.1,deoxycytidylate deaminase,Acinetobacter phage vB_ApiM_fHyAci03,183.0,MH460829.1,165975.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Straboviridae,Twarogvirinae,Lazarusvirus,,Lazarusvirus fhyacithree,E,Acinetobacter phage vB_ApiM_fHyAci03,,,MH460829,NC_049438,Complete genome,dsDNA,bacteria,55.047000000000004
CR10_S3_NODE_1_length_183431_cov_8.855302_233,AIU44257.1,59.6,109,44,0,4,112,2,110,1.42e-40,133.0,CR10_S3_NODE_1_length_183431_cov_8.855302,172707,AIU44257.1,hypothetical protein RG2014_04,Delftia phage RG-2014,122.0,KM879221.2,73882.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Schitoviridae,,Dendoorenvirus,,Dendoorenvirus RG2014,E,Delftia phage RG-2014,,,KM879221,NC_027348,Complete genome,dsDNA,bacteria,64.96400000000001
CR10_S3_NODE_1_length_183431_cov_8.855302_234,AMM44800.1,34.3,169,90,6,11,158,16,184,1.02e-19,84.0,CR10_S3_NODE_1_length_183431_cov_8.855302,172707,AMM44800.1,hypothetical protein SP15_002,Bacillus phage SP-15,199.0,KT624200.1,221908.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Thornevirus,,Thornevirus SP15,E,Bacillus phage SP-15,,,KT624200,NC_031245,Complete genome,dsDNA,bacteria,57.96699999999999
CR10_S3_NODE_1_length_183431_cov_8.855302_243,ABT15173.1,36.1,274,157,8,3,271,83,343,9.75e-41,146.0,CR10_S3_NODE_1_length_183431_cov_8.855302,172707,ABT15173.1,hypothetical protein NY2A_B774R,Paramecium bursaria Chlorella virus NY2A,345.0,DQ491002.1,368683.0,Varidnaviria,,Bamfordvirae,,Nucleocytoviricota,,Megaviricetes,,Algavirales,,Phycodnaviridae,,Chlorovirus,,Paramecium bursaria Chlorella virus NY2A,E,Paramecium bursaria Chlorella virus NY2A,PbCVNY2A,NY-2A,DQ491002,NC_009898,Complete genome,dsDNA,algae,98.91400000000002
CR10_S3_NODE_1_length_183431_cov_8.855302_245,AFA44794.1,46.2,93,46,1,3,91,13,105,7.2e-26,94.7,CR10_S3_NODE_1_length_183431_cov_8.855302,172707,AFA44794.1,hypothetical protein Rak2_00522,Klebsiella phage vB_KleM_RaK2,115.0,JQ513383.1,345809.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Alcyoneusvirus,,Alcyoneusvirus RaK2,E,Klebsiella phage vB_KleM_RaK2,,,JQ513383,NC_019526,Complete genome,dsDNA,bacteria,42.96600000000001
CR10_S3_NODE_1_length_183431_cov_8.855302_303,AAL22982.1,29.8,382,254,8,426,799,175,550,5.4100000000000005e-37,153.0,CR10_S3_NODE_1_length_183431_cov_8.855302,172707,AAL22982.1,"RNA polymerase, beta prime subunit",Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,1407.0,AE006468.2,4857450.0,,,,,,,,,,,,,,,,,,,,,,,,,113.836
CR10_S3_NODE_1_length_183431_cov_8.855302_32,AOM63395.1,36.7,684,356,16,113,771,11,642,9.76e-126,392.0,CR10_S3_NODE_1_length_183431_cov_8.855302,172707,AOM63395.1,ribonucleoside-triphosphate reductase,Heterosigma akashiwo virus 01,642.0,KX008963.1,274793.0,Varidnaviria,,Bamfordvirae,,Nucleocytoviricota,,Megaviricetes,,Algavirales,,Phycodnaviridae,,Raphidovirus,,Heterosigma akashiwo virus 01,E,Heterosigma akashiwo virus 01,HaV01,HAV53,KX008963,NC_038553,Complete genome,dsDNA,algae,251.02800000000002
CR10_S3_NODE_1_length_183431_cov_8.855302_39,ABU97057.1,41.7,60,29,2,173,232,49,102,7.86e-06,48.1,CR10_S3_NODE_1_length_183431_cov_8.855302,172707,ABU97057.1,peptidoglycan hydrolase,Thermus phage P74-26,153.0,EU100884.1,83319.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Oshimavirus,,Oshimavirus P7426,E,Thermus phage P74-26,,,EU100884,NC_009804,Complete genome,dsDNA,bacteria,25.02
CR10_S3_NODE_1_length_183431_cov_8.855302_48,AAL20736.1,28.0,690,383,21,20,675,21,630,1.51e-57,208.0,CR10_S3_NODE_1_length_183431_cov_8.855302,172707,AAL20736.1,putative DNA helicase,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,636.0,AE006468.2,4857450.0,,,,,,,,,,,,,,,,,,,,,,,,,193.20000000000002
CR10_S3_NODE_1_length_183431_cov_8.855302_58,ASV44716.1,29.1,165,69,7,117,260,77,214,4.15e-06,49.3,CR10_S3_NODE_1_length_183431_cov_8.855302,172707,ASV44716.1,hypothetical protein,Agrobacterium phage Atu_ph07,214.0,MF403008.1,490380.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Polybotosvirus,,Polybotosvirus Atuph07,E,Agrobacterium phage Atu_ph07,,,MF403008,NC_042013,Complete genome,dsDNA,bacteria,48.015
CR10_S3_NODE_1_length_183431_cov_8.855302_64,QIW87714.1,34.1,85,55,1,2,85,182,266,1.48e-08,52.8,CR10_S3_NODE_1_length_183431_cov_8.855302,172707,QIW87714.1,hypothetical protein Ab1vBOLIVR5_gp66c,Agrobacterium phage OLIVR5,275.0,MT234342.1,151073.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Oliverocinquevirus,,Oliverocinquevirus OLIVR5,E,Agrobacterium phage OLIVR5,,,MT234342,NC_055841,Complete coding genome,dsDNA,bacteria,28.985
CR10_S3_NODE_1_length_183431_cov_8.855302_80,AKU43606.1,45.5,112,57,1,21,128,121,232,3.25e-24,97.1,CR10_S3_NODE_1_length_183431_cov_8.855302,172707,AKU43606.1,nucleotide pyrophosphohydrolase,Caulobacter phage Seuss,328.0,KT001914.1,85138.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Seussvirus,,Seussvirus seuss,E,Caulobacter phage Seuss,,,KT001914,NC_047757,Complete genome,dsDNA,bacteria,50.96000000000001
CR10_S3_NODE_1_length_183431_cov_8.855302_88,ALF01258.1,40.4,47,28,0,21,67,8,54,8.17e-06,44.7,CR10_S3_NODE_1_length_183431_cov_8.855302,172707,ALF01258.1,hypothetical protein SEA_BRENT_47,Arthrobacter phage Brent,133.0,KT365401.1,49879.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Marthavirus,,Marthavirus brent,E,Arthrobacter phage Brent,,,KT365401,NC_041930,Complete genome,dsDNA,bacteria,18.988
CR10_S3_NODE_27_length_7970_cov_5.140251_4,QDH49627.1,27.4,179,122,3,14,192,56,226,3.02e-11,62.8,CR10_S3_NODE_27_length_7970_cov_5.140251,7125,QDH49627.1,hypothetical protein KYLE_65,Panteoa phage Kyle,227.0,MN038177.1,73168.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Kylevirus,,Kylevirus kyle,E,Panteoa phage Kyle,,,MN038177,NC_048796,Complete genome,dsDNA,bacteria,49.046
CR10_S3_NODE_27_length_7970_cov_5.140251_5,ALF51536.1,39.3,285,155,7,18,300,1,269,2.8900000000000003e-56,185.0,CR10_S3_NODE_27_length_7970_cov_5.140251,7125,ALF51536.1,hypothetical protein PAE1_36,Pseudomonas phage PAE1,279.0,KT734862.1,62181.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Mesyanzhinovviridae,Rabinowitzvirinae,Yuavirus,,Pseudomonas virus PAE1,E,Pseudomonas phage PAE1,,,KT734862,NC_028980,Complete genome,dsDNA,bacteria,112.005
CR10_S3_NODE_27_length_7970_cov_5.140251_7,CAO77761.1,41.1,455,203,16,4,453,2,396,3.28e-88,276.0,CR10_S3_NODE_27_length_7970_cov_5.140251,7125,CAO77761.1,hypothetical protein,Pseudomonas virus Yua,397.0,AM749441.1,58663.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Mesyanzhinovviridae,Rabinowitzvirinae,Yuavirus,,Pseudomonas virus Yua,E,Pseudomonas phage YuA,,,AM749441,NC_010116,Complete genome,dsDNA,bacteria,187.005
CR10_S3_NODE_2_length_41934_cov_17.556442_13,ADO97529.1,38.0,187,108,5,42,222,23,207,1.38e-29,112.0,CR10_S3_NODE_2_length_41934_cov_17.556442,39876,ADO97529.1,hypothetical protein SSM2_196,Synechococcus phage S-SM2,208.0,GU071095.1,190789.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Kyanoviridae,,Nilusvirus,,Nilusvirus ssm2,E,Synechococcus phage S-SM2,,,GU071095,NC_015279,Complete genome,dsDNA,bacteria,71.06
CR10_S3_NODE_2_length_41934_cov_17.556442_33,AHB12236.1,37.7,204,112,6,38,236,98,291,4.98e-31,118.0,CR10_S3_NODE_2_length_41934_cov_17.556442,39876,AHB12236.1,endolysin,Xylella phage Salvo,291.0,KF626668.1,55601.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Casjensviridae,,Salvovirus,,Salvovirus salvo,E,Xylella phage Salvo,,,KF626668,NC_042345,Complete genome,dsDNA,bacteria,76.908
CR10_S3_NODE_2_length_41934_cov_17.556442_38,QPP19683.1,33.3,231,119,7,5,211,36,255,2.9e-28,117.0,CR10_S3_NODE_2_length_41934_cov_17.556442,39876,QPP19683.1,RecT-like ss DNA binding protein,Mycobacterium phage phiT46-1,404.0,MW353181.1,52849.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Mycoabscvirus,,Mycoabscvirus phiT46-1,E,Mycobacterium phage phiT46-1,,,MW353181,NC_054432,Complete genome,dsDNA,bacteria,76.923
CR10_S3_NODE_2_length_41934_cov_17.556442_42,DAA01016.1,37.7,69,33,3,59,121,2,66,6.06e-06,43.9,CR10_S3_NODE_2_length_41934_cov_17.556442,39876,DAA01016.1,TPA_inf: unknown,Salmonella phage P22,67.0,BK000583.1,41724.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Lederbergvirus,,Lederbergvirus P22,E,Salmonella phage P22,,,BK000583,NC_002371,Complete genome,dsDNA,bacteria,26.013
CR10_S3_NODE_2_length_41934_cov_17.556442_49,AAR23222.1,43.1,65,36,1,1,64,6,70,2.56e-07,53.1,CR10_S3_NODE_2_length_41934_cov_17.556442,39876,AAR23222.1,gp71,Burkholderia phage phi1026b,330.0,AY453853.1,54865.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Stanholtvirus,,Stanholtvirus sv1026b,E,Burkholderia phage phi1026b,,,AY453853,NC_005284,Complete genome,dsDNA,bacteria,28.015
CR10_S3_NODE_2_length_41934_cov_17.556442_51,ADP00200.1,61.6,190,64,3,1,190,1,181,3.43e-80,239.0,CR10_S3_NODE_2_length_41934_cov_17.556442,39876,ADP00200.1,gp12,Cyanophage NATL2A-133,189.0,GU071104.1,47536.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Autographiviridae,,Tangaroavirus,,Tangaroavirus NATL2A133,E,Cyanophage NATL2A-133,,,GU071104,NC_016659,Complete genome,dsDNA,bacteria,117.03999999999999
CR10_S3_NODE_31_length_7710_cov_6.647190_10,AMD43373.1,42.3,156,87,2,7,160,31,185,6.63e-36,125.0,CR10_S3_NODE_31_length_7710_cov_6.647190,7281,AMD43373.1,hypothetical protein ZC01_015,Pseudomonas phage ZC01,196.0,KU356689.1,57061.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Mesyanzhinovviridae,Bradleyvirinae,Abidjanvirus,,Abidjanvirus ZC01,E,Pseudomonas phage ZC01,,,KU356689,NC_052965,Complete genome,dsDNA,bacteria,65.988
CR10_S3_NODE_31_length_7710_cov_6.647190_11,BAG41678.1,46.5,71,35,2,68,138,136,203,5.9e-10,59.7,CR10_S3_NODE_31_length_7710_cov_6.647190,7281,BAG41678.1,hypothetical protein,Ralstonia phage phiRSL1,232.0,AB366653.2,231255.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Mieseafarmvirus,,Mieseafarmvirus RSL1,E,Ralstonia phage phiRSL1,,,AB366653,NC_010811,Complete genome,dsDNA,bacteria,33.015
CR10_S3_NODE_31_length_7710_cov_6.647190_9,ALH23725.1,44.3,341,171,7,1,332,4,334,4.73e-87,268.0,CR10_S3_NODE_31_length_7710_cov_6.647190,7281,ALH23725.1,putative thymidylate synthase,Pseudomonas phage PaMx11,348.0,JQ067087.2,59878.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Mesyanzhinovviridae,Bradleyvirinae,Abidjanvirus,,Pseudomonas virus PaMx11,E,Pseudomonas phage PaMx11,,,JQ067087,NC_028770,Complete genome,dsDNA,bacteria,151.063
CR10_S3_NODE_3_length_33126_cov_156.660716_42,AAX84879.1,33.6,473,288,11,6,461,119,582,2.8e-64,220.0,CR10_S3_NODE_3_length_33126_cov_156.660716,31821,AAX84879.1,possible DNA helicase,Xanthomonas phage Xp15,587.0,AY986977.1,55770.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Alachuavirus,,Alachuavirus Xp15,E,Xanthomonas phage Xp15,,,AY986977,NC_007024,Complete genome,dsDNA,bacteria,158.92800000000003
CR10_S3_NODE_40_length_7060_cov_2.977230_2,QPZ53237.1,33.6,140,89,2,74,210,1063,1201,2.17e-11,71.2,CR10_S3_NODE_40_length_7060_cov_2.977230,6387,QPZ53237.1,tape measure protein,Achromobacter phage vB_AchrS_AchV4,1586.0,MW269554.1,59489.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Casjensviridae,,Gediminasvirus,,Gediminasvirus AchV4,E,Achromobacter phage vB_AchrS_AchV4,,,MW269554,NC_052974,Complete genome,dsDNA,bacteria,47.04
CR10_S3_NODE_41_length_7024_cov_6.241255_10,APL99140.1,56.5,108,45,2,3,110,6,111,1.53e-32,114.0,CR10_S3_NODE_41_length_7024_cov_6.241255,6198,APL99140.1,hypothetical protein,Bordetella phage MW2,120.0,KY000218.1,60160.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Mesyanzhinovviridae,Rabinowitzvirinae,Vojvodinavirus,,Bordetella virus CN1,E,Bordetella phage CN1,,,KY000218,NC_047879,Complete genome,dsDNA,bacteria,61.02
CR10_S3_NODE_41_length_7024_cov_6.241255_3,AGH26954.1,28.9,318,146,9,3,318,21,260,1.1500000000000002e-21,94.7,CR10_S3_NODE_41_length_7024_cov_6.241255,6198,AGH26954.1,hypothetical protein SXBG_00219,Synechococcus phage S-CAM1,261.0,HQ634177.1,198013.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Kyanoviridae,,Anaposvirus,,Anaposvirus socalone,E,Synechococcus phage S-CAM1,,,HQ634177,NC_020837,Complete genome,dsDNA,bacteria,91.902
CR10_S3_NODE_41_length_7024_cov_6.241255_6,CAO77757.1,33.6,587,308,14,8,540,6,564,1.8400000000000001e-87,283.0,CR10_S3_NODE_41_length_7024_cov_6.241255,6198,CAO77757.1,hypothetical protein,Pseudomonas virus Yua,564.0,AM749441.1,58663.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Mesyanzhinovviridae,Rabinowitzvirinae,Yuavirus,,Pseudomonas virus Yua,E,Pseudomonas phage YuA,,,AM749441,NC_010116,Complete genome,dsDNA,bacteria,197.232
CR10_S3_NODE_45_length_6904_cov_9.764758_6,ASZ72588.1,41.5,407,225,5,1,401,1,400,9.68e-102,310.0,CR10_S3_NODE_45_length_6904_cov_9.764758,6615,ASZ72588.1,major capsid protein,Arthrobacter phage Adat,404.0,MF668266.1,45428.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Jasminevirus,,Jasminevirus adat,E,Arthrobacter phage Adat,,,MF668266,NC_042020,Complete genome,dsDNA,bacteria,168.905
CR10_S3_NODE_4_length_32431_cov_5.344934_39,ALA07247.1,28.7,376,169,12,17,304,25,389,5.5099999999999995e-24,103.0,CR10_S3_NODE_4_length_32431_cov_5.344934,29565,ALA07247.1,putative ATP-dependent DNA ligase,Brevibacillus phage Jenst,400.0,KT151955.1,126341.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Jenstvirus,,Jenstvirus jenst,E,Brevibacillus phage Jenst,,,KT151955,NC_028805,Complete genome,dsDNA,bacteria,107.91199999999999
CR10_S3_NODE_4_length_32431_cov_5.344934_46,QOR59873.1,52.3,132,59,2,19,150,15,142,3.31e-33,116.0,CR10_S3_NODE_4_length_32431_cov_5.344934,29565,QOR59873.1,hypothetical protein,crAssphage cr271_1,144.0,MT774394.1,92815.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Crassvirales,,Intestiviridae,Obtuvirinae,Hacihdavirus,,Hacihdavirus animalis,E,uncultured phage cr271_1,,,MT774394,NC_055887,Complete genome,dsDNA,bacteria,69.036
CR10_S3_NODE_4_length_32431_cov_5.344934_51,ARB06154.1,49.3,136,67,1,6,139,4,139,1.15e-38,132.0,CR10_S3_NODE_4_length_32431_cov_5.344934,29565,ARB06154.1,deoxycytidylate deaminase,Dinoroseobacter phage vB_DshS-R5C,148.0,KY606587.1,77874.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Nanhaivirus,,Nanhaivirus D5C,E,Dinoroseobacter phage vB_DshS-R5C,,,KY606587,NC_041921,Complete genome,dsDNA,bacteria,67.048
CR10_S3_NODE_4_length_32431_cov_5.344934_53,AAL22074.1,35.3,136,80,3,18,152,341,469,2.38e-18,83.2,CR10_S3_NODE_4_length_32431_cov_5.344934,29565,AAL22074.1,putative sugar nucleotide transferase domain of ADP-L-glycero-D-manno-heptose synthase,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,477.0,AE006468.2,4857450.0,,,,,,,,,,,,,,,,,,,,,,,,,48.008
CR10_S3_NODE_4_length_32431_cov_5.344934_54,AAL19267.1,47.9,165,81,4,19,180,26,188,4.77e-36,126.0,CR10_S3_NODE_4_length_32431_cov_5.344934,29565,AAL19267.1,phosphoheptose isomerase,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,192.0,AE006468.2,4857450.0,,,,,,,,,,,,,,,,,,,,,,,,,79.035
CR10_S3_NODE_4_length_32431_cov_5.344934_56,AKO61116.1,24.3,210,131,7,40,238,41,233,1.98e-06,50.4,CR10_S3_NODE_4_length_32431_cov_5.344934,29565,AKO61116.1,exodeoxyribonuclease X,Pseudoalteromonas phage H101,237.0,KR534323.1,131903.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Shandongvirus,,Shandongvirus H101,E,Pseudoalteromonas phage H101,,,KR534323,NC_029094,Complete genome,dsDNA,bacteria,51.03
CR10_S3_NODE_5_length_30729_cov_7.155455_15,AMD43366.1,38.3,806,426,17,2,778,24,787,4.98e-158,481.0,CR10_S3_NODE_5_length_30729_cov_7.155455,27732,AMD43366.1,hypothetical protein ZC01_022,Pseudomonas phage ZC01,791.0,KU356689.1,57061.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Mesyanzhinovviridae,Bradleyvirinae,Abidjanvirus,,Abidjanvirus ZC01,E,Pseudomonas phage ZC01,,,KU356689,NC_052965,Complete genome,dsDNA,bacteria,308.698
CR10_S3_NODE_5_length_30729_cov_7.155455_27,QAY16115.1,25.3,495,264,21,69,523,43,471,2.24e-18,90.9,CR10_S3_NODE_5_length_30729_cov_7.155455,27732,QAY16115.1,terminase,Arthrobacter phage Sonali,491.0,MK411746.1,61073.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Sonalivirus,,Sonalivirus sonali,E,Arthrobacter phage Sonali,,,MK411746,NC_048152,Complete genome,dsDNA,bacteria,125.23500000000001
CR10_S3_NODE_5_length_30729_cov_7.155455_39,AXH71158.1,45.7,92,35,4,2,89,3,83,2.86e-17,72.0,CR10_S3_NODE_5_length_30729_cov_7.155455,27732,AXH71158.1,hypothetical protein BSP38_116,Bacillus phage BSP38,86.0,MH606185.1,153268.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Herelleviridae,Bastillevirinae,Jeonjuvirus,,Jeonjuvirus BSP38,E,Bacillus phage BSP38,,,MH606185,NC_048726,Complete genome,dsDNA,bacteria,42.044000000000004
CR10_S3_NODE_5_length_30729_cov_7.155455_5,AOM63417.1,27.5,262,149,13,21,256,76,322,8.42e-15,79.7,CR10_S3_NODE_5_length_30729_cov_7.155455,27732,AOM63417.1,putative ACT-like tyrosine kinase family protein,Heterosigma akashiwo virus 01,363.0,KX008963.1,274793.0,Varidnaviria,,Bamfordvirae,,Nucleocytoviricota,,Megaviricetes,,Algavirales,,Phycodnaviridae,,Raphidovirus,,Heterosigma akashiwo virus 01,E,Heterosigma akashiwo virus 01,HaV01,HAV53,KX008963,NC_038553,Complete genome,dsDNA,algae,72.05
CR10_S3_NODE_5_length_30729_cov_7.155455_7,ANA85389.1,59.6,47,19,0,3,49,47,93,3.28e-15,67.8,CR10_S3_NODE_5_length_30729_cov_7.155455,27732,ANA85389.1,hypothetical protein WIZARD_84,Gordonia phage Wizard,115.0,KU998234.1,58308.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Wizardvirus,,Wizardvirus wizard,E,Gordonia phage Wizard,,,KU998234,NC_030913,Complete genome,dsDNA,bacteria,28.012
CR10_S3_NODE_66_length_5835_cov_4.506426_2,AAL22899.1,35.0,117,72,2,4,120,3,115,1.47e-19,82.8,CR10_S3_NODE_66_length_5835_cov_4.506426,5418,AAL22899.1,response reguator in two-component regulatory system with CpxA,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,232.0,AE006468.2,4857450.0,,,,,,,,,,,,,,,,,,,,,,,,,40.949999999999996
