,qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,qseqid_genome_ID,qseqid_ID,qseqid_function,qseqid_protein_length,qseqid_genome_length,qseqid_input_seq,qseqid_virus,sseqid_genome_ID,sseqid_ID,sseqid_function,sseqid_protein_length,sseqid_genome_length,sseqid_input_seq,sseqid_virus,conserved_AA_#
2524,NC_001895.1_10,AAP04446.1,100.0,165,0,0,1,165,1,165,5.91e-121,340.0,NC_001895.1,NC_001895.1_10,,166,30858.0,1.0,,AY251033.1,AAP04446.1,gpK,165.0,30728.0,0.0,Peduovirus L413C,165.0
2525,NC_001895.1_10,AGX84604.1,100.0,165,0,0,1,165,1,165,5.91e-121,340.0,NC_001895.1,NC_001895.1_10,,166,30858.0,1.0,,KF322032.1,AGX84604.1,lysozyme,165.0,33628.0,0.0,Enterobacteria phage fiAA91-ss,165.0
2526,NC_001895.1_10,AKH49337.1,100.0,165,0,0,1,165,1,165,5.91e-121,340.0,NC_001895.1,NC_001895.1_10,,166,30858.0,1.0,,KR073660.1,AKH49337.1,lysin,165.0,32675.0,0.0,Escherichia phage pro147,165.0
2527,NC_001895.1_10,AKH49381.1,100.0,165,0,0,1,165,1,165,5.91e-121,340.0,NC_001895.1,NC_001895.1_10,,166,30858.0,1.0,,KR073661.1,AKH49381.1,lysin,165.0,29237.0,0.0,Escherichia phage pro483,165.0
2528,NC_001895.1_11,AAD03277.1,100.0,141,0,0,1,141,1,141,6.97e-88,255.0,NC_001895.1,NC_001895.1_11,,142,30858.0,1.0,,AF063097.1,AAD03277.1,LysA,141.0,33593.0,0.0,Bacteriophage P2,141.0
2529,NC_001895.1_11,NP_046766.1,100.0,141,0,0,1,141,1,141,6.97e-88,255.0,NC_001895.1,NC_001895.1_11,,142,30858.0,1.0,,NC_001895.1,NP_046766.1,endolysin,Bacteriophage P2,33593.0,0.0,141,141.0
2530,NC_001895.1_11,WFG40968.1,96.5,141,5,0,1,141,1,141,1.29e-83,244.0,NC_001895.1,NC_001895.1_11,,142,30858.0,1.0,,OQ383618,WFG40968.1,endolysin,141,31582.0,0.0,Salmonella phage MET_P1_103_31,136.065
2531,NC_001895.1_11,AGX84575.1,95.0,141,7,0,1,141,1,141,2.61e-83,243.0,NC_001895.1,NC_001895.1_11,,142,30858.0,1.0,,KF322032.1,AGX84575.1,lysin,141.0,33628.0,0.0,Enterobacteria phage fiAA91-ss,133.95
2532,NC_001895.1_11,YP_008766928.1,95.0,141,7,0,1,141,1,141,2.61e-83,243.0,NC_001895.1,NC_001895.1_11,,142,30858.0,1.0,,NC_022750.1,YP_008766928.1,endolysin,Enterobacteria phage fiAA91-ss,33628.0,0.0,141,133.95
2533,NC_001895.1_12,AAD03278.1,100.0,141,0,0,1,141,1,141,7.55e-92,265.0,NC_001895.1,NC_001895.1_12,,142,30858.0,1.0,,AF063097.1,AAD03278.1,LysB,141.0,33593.0,0.0,Bacteriophage P2,141.0
2534,NC_001895.1_12,NP_046767.1,100.0,141,0,0,1,141,1,141,7.55e-92,265.0,NC_001895.1,NC_001895.1_12,,142,30858.0,1.0,,NC_001895.1,NP_046767.1,Rz-like spanin,Bacteriophage P2,33593.0,0.0,141,141.0
2535,NC_001895.1_12,YP_010663816.1,97.2,141,4,0,1,141,1,141,5.96e-89,258.0,NC_001895.1,NC_001895.1_12,,142,30858.0,1.0,,NC_070905.1,YP_010663816.1,Rz-like spanin,Peduovirus P2,32541.0,0.0,141,137.052
2536,NC_001895.1_12,YP_010663795.1,97.2,141,4,0,1,141,1,141,5.96e-89,258.0,NC_001895.1,NC_001895.1_12,,142,30858.0,1.0,,NC_070904.1,YP_010663795.1,Rz-like spanin,Peduovirus P2,33562.0,0.0,141,137.052
2537,NC_001895.1_12,YP_010663940.1,97.9,141,3,0,1,141,1,141,5.96e-89,258.0,NC_001895.1,NC_001895.1_12,,142,30858.0,1.0,,NC_070908.1,YP_010663940.1,Rz-like spanin,Yersinia phage HQ103,31962.0,0.0,141,138.039
2538,NC_001895.1_13,AKH49384.1,100.0,52,0,0,1,52,1,52,7.74e-33,109.0,NC_001895.1,NC_001895.1_13,,53,30858.0,1.0,,KR073661.1,AKH49384.1,outer membrane lipoprotein Rz1,52.0,29237.0,0.0,Escherichia phage pro483,52.0
2539,NC_001895.1_13,API82947.1,100.0,52,0,0,1,52,1,52,7.74e-33,109.0,NC_001895.1,NC_001895.1_13,,53,30858.0,1.0,,KX833211.1,API82947.1,putative phage lysin,52.0,28946.0,0.0,Salmonella phage STYP1,52.0
2540,NC_001895.1_13,VUD37930.1,100.0,52,0,0,1,52,1,52,7.74e-33,109.0,NC_001895.1,NC_001895.1_13,,53,30858.0,1.0,,LR595869.1,VUD37930.1,Phage outer membrane lipoprotein Rz1,52.0,31342.0,0.0,Peduovirus P22H4,52.0
2541,NC_001895.1_13,VUD39508.1,100.0,52,0,0,1,52,1,52,7.74e-33,109.0,NC_001895.1,NC_001895.1_13,,53,30858.0,1.0,,LR595883.1,VUD39508.1,Phage outer membrane lipoprotein Rz1,52.0,32150.0,0.0,Peduovirus P24C9,52.0
2542,NC_001895.1_13,VUD39028.1,100.0,52,0,0,1,52,1,52,7.74e-33,109.0,NC_001895.1,NC_001895.1_13,,53,30858.0,1.0,,LR595887.1,VUD39028.1,Phage outer membrane lipoprotein Rz1,52.0,32848.0,0.0,Peduovirus P24A7b,52.0
2543,NC_001895.1_14,AAD03279.1,100.0,155,0,0,1,155,1,155,1.54e-109,311.0,NC_001895.1,NC_001895.1_14,,156,30858.0,1.0,,AF063097.1,AAD03279.1,gpR,155.0,33593.0,0.0,Bacteriophage P2,155.0
2544,NC_001895.1_14,NP_046768.1,100.0,155,0,0,1,155,1,155,1.54e-109,311.0,NC_001895.1,NC_001895.1_14,,156,30858.0,1.0,,NC_001895.1,NP_046768.1,tail terminator,Bacteriophage P2,33593.0,0.0,155,155.0
2545,NC_001895.1_14,VUD38879.1,99.4,155,1,0,1,155,1,155,8.89e-109,309.0,NC_001895.1,NC_001895.1_14,,156,30858.0,1.0,,LR595885.1,VUD38879.1,Phage Tc1 tail completion protein,155.0,31128.0,0.0,Peduovirus P24E6b,154.07000000000002
2546,NC_001895.1_14,VUD39029.1,99.4,155,1,0,1,155,1,155,8.89e-109,309.0,NC_001895.1,NC_001895.1_14,,156,30858.0,1.0,,LR595887.1,VUD39029.1,Phage Tc1 tail completion protein,155.0,32848.0,0.0,Peduovirus P24A7b,154.07000000000002
2547,NC_001895.1_14,YP_009877355.1,99.4,155,1,0,1,155,1,155,8.89e-109,309.0,NC_001895.1,NC_001895.1_14,,156,30858.0,1.0,,NC_049390.1,YP_009877355.1,tail terminator,Peduovirus P24A7b,32848.0,0.0,155,154.07000000000002
2548,NC_001895.1_15,AAD03280.1,100.0,150,0,0,1,150,1,150,2.12e-100,287.0,NC_001895.1,NC_001895.1_15,,151,30858.0,1.0,,AF063097.1,AAD03280.1,gpS,150.0,33593.0,0.0,Bacteriophage P2,150.0
2549,NC_001895.1_15,NP_046769.1,100.0,150,0,0,1,150,1,150,2.12e-100,287.0,NC_001895.1,NC_001895.1_15,,151,30858.0,1.0,,NC_001895.1,NP_046769.1,virion morphogenesis protein,Bacteriophage P2,33593.0,0.0,150,150.0
2550,NC_001895.1_15,YP_010663749.1,99.3,150,1,0,1,150,1,150,8.63e-100,286.0,NC_001895.1,NC_001895.1_15,,151,30858.0,1.0,,NC_070903.1,YP_010663749.1,tail completion or Neck1 protein,Escherichia phage P2_AC1,33349.0,0.0,150,148.95
2551,NC_001895.1_15,AAN28232.1,98.7,150,2,0,1,150,1,150,2.47e-99,285.0,NC_001895.1,NC_001895.1_15,,151,30858.0,1.0,,AY135739.1,AAN28232.1,gpS,150.0,32684.0,0.0,Escherichia phage Wphi,148.05
2552,NC_001895.1_15,AKH49386.1,98.7,150,2,0,1,150,1,150,2.47e-99,285.0,NC_001895.1,NC_001895.1_15,,151,30858.0,1.0,,KR073661.1,AKH49386.1,tail completion protein,150.0,29237.0,0.0,Escherichia phage pro483,148.05
2553,NC_001895.1_16,AAD03281.1,100.0,261,0,0,1,261,1,261,7.88e-187,515.0,NC_001895.1,NC_001895.1_16,,262,30858.0,1.0,,AF063097.1,AAD03281.1,Orf30,261.0,33593.0,0.0,Bacteriophage P2,261.0
2554,NC_001895.1_16,NP_046770.1,100.0,261,0,0,1,261,1,261,7.88e-187,515.0,NC_001895.1,NC_001895.1_16,,262,30858.0,1.0,,NC_001895.1,NP_046770.1,hypothetical protein,Bacteriophage P2,33593.0,0.0,261,261.0
2555,NC_001895.1_16,YP_010663748.1,98.5,261,4,0,1,261,1,261,3.08e-184,508.0,NC_001895.1,NC_001895.1_16,,262,30858.0,1.0,,NC_070903.1,YP_010663748.1,hypothetical protein,Escherichia phage P2_AC1,33349.0,0.0,261,257.085
2556,NC_001895.1_16,QDJ98504.1,95.4,261,12,0,1,261,1,261,9.46e-179,494.0,NC_001895.1,NC_001895.1_16,,262,30858.0,1.0,,MK907237.1,QDJ98504.1,hypothetical protein BBAMJIOM_00033,261.0,33807.0,0.0,Escherichia phage vB_EcoM-12474III,248.994
2557,NC_001895.1_16,YP_009883078.1,95.4,261,12,0,1,261,1,261,9.46e-179,494.0,NC_001895.1,NC_001895.1_16,,262,30858.0,1.0,,NC_049457.1,YP_009883078.1,hypothetical protein,Escherichia phage vB_EcoM-12474III,33807.0,0.0,261,248.994
2558,NC_001895.1_17,AAD03282.1,100.0,211,0,0,1,211,1,211,3.49e-147,410.0,NC_001895.1,NC_001895.1_17,,212,30858.0,1.0,,AF063097.1,AAD03282.1,gpV,211.0,33593.0,0.0,Bacteriophage P2,211.0
2559,NC_001895.1_17,NP_046771.1,100.0,211,0,0,1,211,1,211,3.49e-147,410.0,NC_001895.1,NC_001895.1_17,,212,30858.0,1.0,,NC_001895.1,NP_046771.1,baseplate assembly protein,Bacteriophage P2,33593.0,0.0,211,211.0
2560,NC_001895.1_17,AGX84577.1,98.6,211,3,0,1,211,1,211,4.75e-145,405.0,NC_001895.1,NC_001895.1_17,,212,30858.0,1.0,,KF322032.1,AGX84577.1,baseplate protein,211.0,33628.0,0.0,Enterobacteria phage fiAA91-ss,208.04599999999996
2561,NC_001895.1_17,YP_008766932.1,98.6,211,3,0,1,211,1,211,4.75e-145,405.0,NC_001895.1,NC_001895.1_17,,212,30858.0,1.0,,NC_022750.1,YP_008766932.1,baseplate assembly protein,Enterobacteria phage fiAA91-ss,33628.0,0.0,211,208.04599999999996
2562,NC_001895.1_17,QDJ98503.1,98.1,211,4,0,1,211,1,211,1.94e-144,404.0,NC_001895.1,NC_001895.1_17,,212,30858.0,1.0,,MK907237.1,QDJ98503.1,spike protein,211.0,33807.0,0.0,Escherichia phage vB_EcoM-12474III,206.99099999999999
2563,NC_001895.1_18,AAD03283.1,100.0,115,0,0,1,115,1,115,2.7800000000000003e-77,226.0,NC_001895.1,NC_001895.1_18,,116,30858.0,1.0,,AF063097.1,AAD03283.1,gpW,115.0,33593.0,0.0,Bacteriophage P2,114.99999999999999
2564,NC_001895.1_18,AAP04452.1,100.0,115,0,0,1,115,1,115,2.7800000000000003e-77,226.0,NC_001895.1,NC_001895.1_18,,116,30858.0,1.0,,AY251033.1,AAP04452.1,gpW,115.0,30728.0,0.0,Peduovirus L413C,114.99999999999999
2565,NC_001895.1_18,AKH49330.1,100.0,115,0,0,1,115,1,115,2.7800000000000003e-77,226.0,NC_001895.1,NC_001895.1_18,,116,30858.0,1.0,,KR073660.1,AKH49330.1,baseplate assembly protein W,115.0,32675.0,0.0,Escherichia phage pro147,114.99999999999999
2566,NC_001895.1_18,VUD38021.1,100.0,115,0,0,1,115,1,115,2.7800000000000003e-77,226.0,NC_001895.1,NC_001895.1_18,,116,30858.0,1.0,,LR595873.1,VUD38021.1,Phage baseplate assembly protein W,115.0,32118.0,0.0,Peduovirus P24B2,114.99999999999999
2567,NC_001895.1_18,QDP43511.1,100.0,115,0,0,1,115,1,115,2.7800000000000003e-77,226.0,NC_001895.1,NC_001895.1_18,,116,30858.0,1.0,,MN016939.1,QDP43511.1,baseplate assembly protein,115.0,31834.0,0.0,Bacteriophage R18C,114.99999999999999
2568,NC_001895.1_19,AAD03284.1,100.0,302,0,0,1,302,1,302,1.2700000000000002e-208,573.0,NC_001895.1,NC_001895.1_19,,303,30858.0,1.0,,AF063097.1,AAD03284.1,gpJ,302.0,33593.0,0.0,Bacteriophage P2,302.0
2569,NC_001895.1_19,NP_046773.1,100.0,302,0,0,1,302,1,302,1.2700000000000002e-208,573.0,NC_001895.1,NC_001895.1_19,,303,30858.0,1.0,,NC_001895.1,NP_046773.1,baseplate protein,Bacteriophage P2,33593.0,0.0,302,302.0
2570,NC_001895.1_19,AGX84568.1,99.7,302,1,0,1,302,1,302,3.63e-208,572.0,NC_001895.1,NC_001895.1_19,,303,30858.0,1.0,,KF322032.1,AGX84568.1,baseplate assembly,302.0,33628.0,0.0,Enterobacteria phage fiAA91-ss,301.094
2571,NC_001895.1_19,VUD37935.1,99.7,302,1,0,1,302,1,302,3.63e-208,572.0,NC_001895.1,NC_001895.1_19,,303,30858.0,1.0,,LR595869.1,VUD37935.1,Baseplate assembly protein J,302.0,31342.0,0.0,Peduovirus P22H4,301.094
2572,NC_001895.1_19,VUD38892.1,99.7,302,1,0,1,302,1,302,3.63e-208,572.0,NC_001895.1,NC_001895.1_19,,303,30858.0,1.0,,LR595885.1,VUD38892.1,Baseplate assembly protein J,302.0,31128.0,0.0,Peduovirus P24E6b,301.094
2573,NC_001895.1_20,AAD03285.1,100.0,176,0,0,1,176,1,176,1.67e-130,365.0,NC_001895.1,NC_001895.1_20,,177,30858.0,1.0,,AF063097.1,AAD03285.1,gpI,176.0,33593.0,0.0,Bacteriophage P2,176.0
2574,NC_001895.1_20,AGX84579.1,100.0,176,0,0,1,176,1,176,1.67e-130,365.0,NC_001895.1,NC_001895.1_20,,177,30858.0,1.0,,KF322032.1,AGX84579.1,baseplate assembly,176.0,33628.0,0.0,Enterobacteria phage fiAA91-ss,176.0
2575,NC_001895.1_20,NP_046774.1,100.0,176,0,0,1,176,1,176,1.67e-130,365.0,NC_001895.1,NC_001895.1_20,,177,30858.0,1.0,,NC_001895.1,NP_046774.1,tail protein,Bacteriophage P2,33593.0,0.0,176,176.0
2576,NC_001895.1_20,YP_008766935.1,100.0,176,0,0,1,176,1,176,1.67e-130,365.0,NC_001895.1,NC_001895.1_20,,177,30858.0,1.0,,NC_022750.1,YP_008766935.1,tail protein,Enterobacteria phage fiAA91-ss,33628.0,0.0,176,176.0
2577,NC_001895.1_20,YP_010663824.1,100.0,176,0,0,1,176,1,176,1.67e-130,365.0,NC_001895.1,NC_001895.1_20,,177,30858.0,1.0,,NC_070905.1,YP_010663824.1,baseplate protein,Peduovirus P2,32541.0,0.0,176,176.0
2578,NC_001895.1_21,AAD03286.1,100.0,669,0,0,1,669,1,669,0.0,1212.0,NC_001895.1,NC_001895.1_21,,670,30858.0,1.0,,AF063097.1,AAD03286.1,gpH,669.0,33593.0,0.0,Bacteriophage P2,669.0
2579,NC_001895.1_21,NP_046775.1,100.0,669,0,0,1,669,1,669,0.0,1212.0,NC_001895.1,NC_001895.1_21,,670,30858.0,1.0,,NC_001895.1,NP_046775.1,tail fiber protein,Bacteriophage P2,33593.0,0.0,669,669.0
2580,NC_001895.1_21,YP_010663948.1,99.4,669,4,0,1,669,1,669,0.0,1199.0,NC_001895.1,NC_001895.1_21,,670,30858.0,1.0,,NC_070908.1,YP_010663948.1,tail fiber protein,Yersinia phage HQ103,31962.0,0.0,669,664.9860000000001
2581,NC_001895.1_21,QDP43514.1,99.0,669,7,0,1,669,1,669,0.0,1194.0,NC_001895.1,NC_001895.1_21,,670,30858.0,1.0,,MN016939.1,QDP43514.1,tail fibers protein,669.0,31834.0,0.0,Bacteriophage R18C,662.3100000000001
2582,NC_001895.1_21,YP_009883392.1,99.0,669,7,0,1,669,1,669,0.0,1194.0,NC_001895.1,NC_001895.1_21,,670,30858.0,1.0,,NC_049461.1,YP_009883392.1,tail fiber protein,Bacteriophage R18C,31834.0,0.0,669,662.3100000000001
2583,NC_001895.1_22,AAD03287.1,100.0,175,0,0,1,175,1,175,9.64e-125,351.0,NC_001895.1,NC_001895.1_22,,176,30858.0,1.0,,AF063097.1,AAD03287.1,gpG,175.0,33593.0,0.0,Bacteriophage P2,175.0
2584,NC_001895.1_22,NP_046776.1,100.0,175,0,0,1,175,1,175,9.64e-125,351.0,NC_001895.1,NC_001895.1_22,,176,30858.0,1.0,,NC_001895.1,NP_046776.1,tail fiber assembly protein,Bacteriophage P2,33593.0,0.0,175,175.0
2585,NC_001895.1_22,QDP43515.1,95.4,175,8,0,1,175,1,175,1.0399999999999999e-119,338.0,NC_001895.1,NC_001895.1_22,,176,30858.0,1.0,,MN016939.1,QDP43515.1,hypothetical protein,175.0,31834.0,0.0,Bacteriophage R18C,166.95000000000002
2586,NC_001895.1_22,YP_009883393.1,95.4,175,8,0,1,175,1,175,1.0399999999999999e-119,338.0,NC_001895.1,NC_001895.1_22,,176,30858.0,1.0,,NC_049461.1,YP_009883393.1,tail fiber assembly protein,Bacteriophage R18C,31834.0,0.0,175,166.95000000000002
2587,NC_001895.1_22,YP_010663949.1,95.4,175,8,0,1,175,1,175,1.0399999999999999e-119,338.0,NC_001895.1,NC_001895.1_22,,176,30858.0,1.0,,NC_070908.1,YP_010663949.1,tail fiber assembly,Yersinia phage HQ103,31962.0,0.0,175,166.95000000000002
2588,NC_001895.1_23,AAD03288.1,100.0,528,0,0,1,528,1,528,0.0,1061.0,NC_001895.1,NC_001895.1_23,,529,30858.0,1.0,,AF063097.1,AAD03288.1,Fun(Z),528.0,33593.0,0.0,Bacteriophage P2,528.0
2589,NC_001895.1_23,NP_046777.1,100.0,528,0,0,1,528,1,528,0.0,1061.0,NC_001895.1,NC_001895.1_23,,529,30858.0,1.0,,NC_001895.1,NP_046777.1,Fun(Z),Bacteriophage P2,33593.0,0.0,528,528.0
2590,NC_001895.1_24,AAD03289.1,100.0,396,0,0,1,396,1,396,7.689999999999999e-287,779.0,NC_001895.1,NC_001895.1_24,,397,30858.0,1.0,,AF063097.1,AAD03289.1,gpFI,396.0,33593.0,0.0,Bacteriophage P2,396.0
2591,NC_001895.1_24,NP_046778.1,100.0,396,0,0,1,396,1,396,7.689999999999999e-287,779.0,NC_001895.1,NC_001895.1_24,,397,30858.0,1.0,,NC_001895.1,NP_046778.1,tail sheath protein,Bacteriophage P2,33593.0,0.0,396,396.0
2592,NC_001895.1_24,AGG36540.1,98.7,396,5,0,1,396,1,396,2.11e-284,773.0,NC_001895.1,NC_001895.1_24,,397,30858.0,1.0,,KC618326.1,AGG36540.1,phage tail sheath protein FI,396.0,31200.0,0.0,Escherichia phage P2,390.85200000000003
2593,NC_001895.1_24,AKH49396.1,98.7,396,5,0,1,396,1,396,2.11e-284,773.0,NC_001895.1,NC_001895.1_24,,397,30858.0,1.0,,KR073661.1,AKH49396.1,major tail sheath protein,396.0,29237.0,0.0,Escherichia phage pro483,390.85200000000003
2594,NC_001895.1_24,VUD39543.1,98.7,396,5,0,1,396,1,396,2.11e-284,773.0,NC_001895.1,NC_001895.1_24,,397,30858.0,1.0,,LR595883.1,VUD39543.1,Phage major tail sheath protein,396.0,32150.0,0.0,Peduovirus P24C9,390.85200000000003
2595,NC_001895.1_25,AAD03290.1,100.0,172,0,0,1,172,1,172,1.0500000000000001e-122,345.0,NC_001895.1,NC_001895.1_25,,173,30858.0,1.0,,AF063097.1,AAD03290.1,gpFII,172.0,33593.0,0.0,Bacteriophage P2,172.0
2596,NC_001895.1_25,AAN28241.1,100.0,172,0,0,1,172,1,172,1.0500000000000001e-122,345.0,NC_001895.1,NC_001895.1_25,,173,30858.0,1.0,,AY135739.1,AAN28241.1,gpFII,172.0,32684.0,0.0,Escherichia phage Wphi,172.0
2597,NC_001895.1_25,AGG36541.1,100.0,172,0,0,1,172,1,172,1.0500000000000001e-122,345.0,NC_001895.1,NC_001895.1_25,,173,30858.0,1.0,,KC618326.1,AGG36541.1,phage major tail tube protein,172.0,31200.0,0.0,Escherichia phage P2,172.0
2598,NC_001895.1_25,AGX84584.1,100.0,172,0,0,1,172,1,172,1.0500000000000001e-122,345.0,NC_001895.1,NC_001895.1_25,,173,30858.0,1.0,,KF322032.1,AGX84584.1,major tail tube,172.0,33628.0,0.0,Enterobacteria phage fiAA91-ss,172.0
2599,NC_001895.1_25,AKH49322.1,100.0,172,0,0,1,172,1,172,1.0500000000000001e-122,345.0,NC_001895.1,NC_001895.1_25,,173,30858.0,1.0,,KR073660.1,AKH49322.1,major tail tube protein,172.0,32675.0,0.0,Escherichia phage pro147,172.0
2600,NC_001895.1_26,AAD03291.1,100.0,91,0,0,1,91,1,91,2.22e-56,171.0,NC_001895.1,NC_001895.1_26,,92,30858.0,1.0,,AF063097.1,AAD03291.1,gpE,91.0,33593.0,0.0,Bacteriophage P2,91.0
2601,NC_001895.1_26,API82958.1,100.0,91,0,0,1,91,1,91,2.22e-56,171.0,NC_001895.1,NC_001895.1_26,,92,30858.0,1.0,,KX833211.1,API82958.1,Phage tail protein E,91.0,28946.0,0.0,Salmonella phage STYP1,91.0
2602,NC_001895.1_26,VUD38916.1,100.0,91,0,0,1,91,1,91,2.22e-56,171.0,NC_001895.1,NC_001895.1_26,,92,30858.0,1.0,,LR595885.1,VUD38916.1,GpE+E',91.0,31128.0,0.0,Peduovirus P24E6b,91.0
2603,NC_001895.1_26,QDP43522.1,100.0,91,0,0,1,91,1,91,2.22e-56,171.0,NC_001895.1,NC_001895.1_26,,92,30858.0,1.0,,MN016939.1,QDP43522.1,hypothetical protein,91.0,31834.0,0.0,Bacteriophage R18C,91.0
2604,NC_001895.1_26,NP_046781.1,100.0,91,0,0,1,91,1,91,2.22e-56,171.0,NC_001895.1,NC_001895.1_26,,92,30858.0,1.0,,NC_001895.1,NP_046781.1,tail protein,Bacteriophage P2,33593.0,0.0,91,91.0
2605,NC_001895.1_27,AAD03293.1,100.0,815,0,0,1,815,1,815,0.0,1464.0,NC_001895.1,NC_001895.1_27,,816,30858.0,1.0,,AF063097.1,AAD03293.1,gpT,815.0,33593.0,0.0,Bacteriophage P2,815.0
2606,NC_001895.1_27,NP_046782.1,100.0,815,0,0,1,815,1,815,0.0,1464.0,NC_001895.1,NC_001895.1_27,,816,30858.0,1.0,,NC_001895.1,NP_046782.1,tail length tape measure protein,Bacteriophage P2,33593.0,0.0,815,815.0
2607,NC_001895.1_27,AAP04462.1,98.8,815,10,0,1,815,1,815,0.0,1449.0,NC_001895.1,NC_001895.1_27,,816,30858.0,1.0,,AY251033.1,AAP04462.1,gpT,815.0,30728.0,0.0,Peduovirus L413C,805.22
2608,NC_001895.1_27,NP_839874.1,98.8,815,10,0,1,815,1,815,0.0,1449.0,NC_001895.1,NC_001895.1_27,,816,30858.0,1.0,,NC_004745.1,NP_839874.1,tail length tape measure protein,Yersinia phage L-413C,30728.0,0.0,815,805.22
2609,NC_001895.1_27,QKE55606.1,98.7,815,11,0,1,815,1,815,0.0,1448.0,NC_001895.1,NC_001895.1_27,,816,30858.0,1.0,,MT374857.1,QKE55606.1,hypothetical protein vBYpM46_00026,815.0,32336.0,0.0,Yersinia phage vB_YpM_46,804.4050000000001
2610,NC_001895.1_28,AAD03294.1,100.0,159,0,0,1,159,1,159,5.31e-112,317.0,NC_001895.1,NC_001895.1_28,,160,30858.0,1.0,,AF063097.1,AAD03294.1,gpU,159.0,33593.0,0.0,Bacteriophage P2,159.0
2611,NC_001895.1_28,NP_046783.1,100.0,159,0,0,1,159,1,159,5.31e-112,317.0,NC_001895.1,NC_001895.1_28,,160,30858.0,1.0,,NC_001895.1,NP_046783.1,tail protein,Bacteriophage P2,33593.0,0.0,159,159.0
2612,NC_001895.1_28,YP_010663736.1,100.0,159,0,0,1,159,1,159,5.31e-112,317.0,NC_001895.1,NC_001895.1_28,,160,30858.0,1.0,,NC_070903.1,YP_010663736.1,hypothetical protein,Escherichia phage P2_AC1,33349.0,0.0,159,159.0
2613,NC_001895.1_28,AKH49318.1,99.4,159,1,0,1,159,1,159,1.52e-111,316.0,NC_001895.1,NC_001895.1_28,,160,30858.0,1.0,,KR073660.1,AKH49318.1,tail protein,159.0,32675.0,0.0,Escherichia phage pro147,158.04600000000002
2614,NC_001895.1_28,VUD37989.1,99.4,159,1,0,1,159,1,159,1.52e-111,316.0,NC_001895.1,NC_001895.1_28,,160,30858.0,1.0,,LR595870.1,VUD37989.1,Phage-related tail protein,159.0,32662.0,0.0,Peduovirus P22H1,158.04600000000002
2615,NC_001895.1_29,AAD03295.1,100.0,387,0,0,1,387,1,387,5e-267,728.0,NC_001895.1,NC_001895.1_29,,388,30858.0,1.0,,AF063097.1,AAD03295.1,gpD,387.0,33593.0,0.0,Bacteriophage P2,387.0
2616,NC_001895.1_29,NP_046784.1,100.0,387,0,0,1,387,1,387,5e-267,728.0,NC_001895.1,NC_001895.1_29,,388,30858.0,1.0,,NC_001895.1,NP_046784.1,tail protein,Bacteriophage P2,33593.0,0.0,387,387.0
2617,NC_001895.1_29,QDP43526.1,99.5,387,2,0,1,387,1,387,8.29e-266,725.0,NC_001895.1,NC_001895.1_29,,388,30858.0,1.0,,MN016939.1,QDP43526.1,gene D protein,387.0,31834.0,0.0,Bacteriophage R18C,385.065
2618,NC_001895.1_29,QKE55515.1,99.5,387,2,0,1,387,1,387,8.29e-266,725.0,NC_001895.1,NC_001895.1_29,,388,30858.0,1.0,,MT374855.1,QKE55515.1,hypothetical protein vBYpM22_00030,387.0,31809.0,0.0,Yersinia phage vB_YpM_22,385.065
2619,NC_001895.1_29,QKE55651.1,99.5,387,2,0,1,387,1,387,8.29e-266,725.0,NC_001895.1,NC_001895.1_29,,388,30858.0,1.0,,MT374858.1,QKE55651.1,hypothetical protein vBYpM50_00030,387.0,31096.0,0.0,Yersinia phage vB_YpM_50,385.065
2620,NC_001895.1_30,AAD03297.1,100.0,337,0,0,1,337,1,337,1.9000000000000003e-248,677.0,NC_001895.1,NC_001895.1_30,,338,30858.0,1.0,,AF063097.1,AAD03297.1,Int,337.0,33593.0,0.0,Bacteriophage P2,337.0
2621,NC_001895.1_30,NP_046786.1,100.0,337,0,0,1,337,1,337,1.9000000000000003e-248,677.0,NC_001895.1,NC_001895.1_30,,338,30858.0,1.0,,NC_001895.1,NP_046786.1,integrase,Bacteriophage P2,33593.0,0.0,337,337.0
2622,NC_001895.1_30,VUD37948.1,99.7,337,1,0,1,337,1,337,5.45e-248,676.0,NC_001895.1,NC_001895.1_30,,338,30858.0,1.0,,LR595869.1,VUD37948.1,Phage integrase,337.0,31342.0,0.0,Peduovirus P22H4,335.98900000000003
2623,NC_001895.1_30,VUD37992.1,99.7,337,1,0,1,337,1,337,5.45e-248,676.0,NC_001895.1,NC_001895.1_30,,338,30858.0,1.0,,LR595870.1,VUD37992.1,Integrase,337.0,32662.0,0.0,Peduovirus P22H1,335.98900000000003
2624,NC_001895.1_30,VUD39575.1,99.7,337,1,0,1,337,1,337,5.45e-248,676.0,NC_001895.1,NC_001895.1_30,,338,30858.0,1.0,,LR595883.1,VUD39575.1,Phage integrase,337.0,32150.0,0.0,Peduovirus P24C9,335.98900000000003
2625,NC_001895.1_31,VUD37949.1,100.0,88,0,0,1,88,1,88,3.3299999999999996e-61,183.0,NC_001895.1,NC_001895.1_31,,89,30858.0,1.0,,LR595869.1,VUD37949.1,C protein,88.0,31342.0,0.0,Peduovirus P22H4,88.0
