qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,qseqid_ID,qseqid_genome_length,protein_ncbi_acc,definition,virus,protein_length,genome_ncbi_acc,sseqid_genome_length,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species,Exemplar or additional isolate,Virus name(s),Virus name abbreviation(s),Virus isolate designation,Virus GENBANK accession,Virus REFSEQ accession,Genome coverage,Genome composition,Host source
AT10B_S2_NODE_1_length_122269_cov_11.242561_79,QDH94027.1,76.6,299,70,0,1,299,1,299,2.39e-166,466.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,QDH94027.1,polynucleotide kinase,Streptomyces phage Evy,299.0,MK977711.1,132977.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus evy,E,Streptomyces phage Evy,,,MK977711,NC_055809,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_79,AIW02660.1,76.3,299,71,0,1,299,1,299,4.5900000000000006e-164,460.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,AIW02660.1,polynucleotide kinase,Streptomyces phage Jay2Jay,299.0,KM652554.1,133531.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus jay2jay,E,Streptomyces phage Jay2jay,,,KM652554,NC_029098,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_79,ASR77420.1,75.5,298,73,0,2,299,4,301,1.41e-163,459.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,ASR77420.1,polynucleotide kinase,Streptomyces phage NootNoot,301.0,MF347636.1,131086.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus nootnoot,E,Streptomyces phage NootNoot,,,MF347636,NC_042009,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_79,QDK03013.1,75.5,298,73,0,2,299,4,301,2.0000000000000002e-163,458.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,QDK03013.1,polynucleotide kinase,Streptomyces phage Braelyn,301.0,MN096371.1,131234.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus braelyn,E,Streptomyces phage Braelyn,,,MN096371,NC_055813,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_79,ASR77623.1,75.2,298,74,0,2,299,4,301,2.84e-163,458.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,ASR77623.1,polynucleotide kinase,Streptomyces phage Paradiddles,301.0,MF347637.1,133486.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus paradiddles,E,Streptomyces phage Paradiddles,,,MF347637,NC_042010,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_79,QBP30945.1,74.8,298,75,0,2,299,4,301,4.0400000000000006e-163,457.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,QBP30945.1,polynucleotide kinase,Streptomyces phage EGole,301.0,MK494112.1,135653.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus egole,E,Streptomyces phage Egole,,,MK494112,NC_055791,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_79,ASR75568.1,74.5,298,76,0,2,299,4,301,3.31e-162,455.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,ASR75568.1,polynucleotide kinase,Streptomyces phage Mildred21,301.0,MF155946.1,131976.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus mildred21,E,Streptomyces phage Mildred21,,,MF155946,NC_042008,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_79,AST15390.1,74.5,298,76,0,2,299,4,301,3.31e-162,455.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,AST15390.1,polynucleotide kinase,Streptomyces phage Samisti12,301.0,MF347639.1,133710.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus samisti12,E,Streptomyces phage Samisti12,,,MF347639,NC_042012,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_79,ASR77859.1,73.8,298,78,0,2,299,4,301,2.71e-161,453.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,ASR77859.1,polynucleotide kinase,Streptomyces phage Peebs,301.0,MF347638.1,133047.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus peebs,E,Streptomyces phage Peebs,,,MF347638,NC_042011,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_79,QGH76462.1,72.8,298,81,0,2,299,4,301,6.05e-158,444.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,QGH76462.1,polynucleotide kinase,Streptomyces phage Daubenski,301.0,MN444876.1,133090.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus daubenski,E,Streptomyces phage Daubenski,,,MN444876,NC_055822,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_79,QJD50914.1,71.1,298,83,1,2,299,4,298,2.1e-148,420.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,QJD50914.1,polynucleotide kinase,Streptomyces phage Bmoc,298.0,MT310865.1,132885.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus bmoc,E,Streptomyces phage Bmoc,,,MT310865,NC_055842,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_79,AXH70031.1,68.9,299,87,2,2,299,3,296,2.91e-143,407.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,AXH70031.1,polynucleotide kinase,Streptomyces phage Karimac,296.0,MH590599.1,131909.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus Karimac,E,Streptomyces phage Karimac,,,MH590599,NC_048724,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_79,AXH69697.1,68.6,299,88,2,2,299,3,296,5.86e-143,406.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,AXH69697.1,polynucleotide kinase,Streptomyces phage LukeCage,296.0,MH590597.1,133195.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus LukeCage,E,Streptomyces phage LukeCage,,,MH590597,NC_048723,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_79,AXH67348.1,66.8,298,94,1,2,299,3,295,5.37e-141,401.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,AXH67348.1,polynucleotide kinase,Streptomyces phage Wollford,295.0,MH576968.1,133007.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus Wollford,E,Streptomyces phage Wollford,,,MH576968,NC_048722,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_79,AYB71007.1,67.6,299,91,2,2,299,3,296,1.12e-140,400.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,AYB71007.1,polynucleotide kinase,Streptomyces phage Yaboi,296.0,MH727564.1,131250.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus Yaboi,E,Streptomyces phage Yaboi,,,MH727564,NC_048730,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_79,AXH66923.1,67.6,299,91,2,2,299,3,296,1.59e-140,400.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,AXH66923.1,polynucleotide kinase,Streptomyces phage StarPlatinum,296.0,MH576965.1,133886.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus StarPlatinum,E,Streptomyces phage StarPlatinum,,,MH576965,NC_048721,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_79,AVD99344.1,48.8,301,137,3,2,299,4,290,8.370000000000001e-88,266.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,AVD99344.1,polynucleotide kinase,Streptomyces phage BillNye,290.0,MG757153.1,127084.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Wilnyevirus,,Wilnyevirus billnye,E,Streptomyces phage BillNye,,,MG757153,NC_042105,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_79,AXG66230.1,46.0,300,153,2,2,299,4,296,4.31e-84,257.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,AXG66230.1,polynucleotide kinase,Streptomyces phage Annadreamy,296.0,MH536811.1,125726.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Annadreamyvirus,,Annadreamyvirus annadreamy,E,Streptomyces phage Annadreamy,,,MH536811,NC_048719,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_79,AXH49263.1,46.0,300,153,2,2,299,4,296,2.45e-83,255.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,AXH49263.1,polynucleotide kinase,Streptomyces phage Blueeyedbeauty,296.0,MH536814.1,130473.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Annadreamyvirus,,Annadreamyvirus blueeyedbeauty,E,Streptomyces phage Blueeyedbeauty,,,MH536814,NC_048720,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_79,AFN39507.1,36.4,302,179,6,7,299,8,305,1.89e-56,186.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,AFN39507.1,polynucleotide 5'-kinase and 3'-phosphatase,Aeromonas phage CC2,305.0,JX123262.1,231743.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Straboviridae,Emmerichvirinae,Ceceduovirus,,Ceceduovirus cc2,E,Aeromonas phage CC2,,,JX123262,NC_019538,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_79,AOE43802.1,41.0,310,163,8,2,299,4,305,3.7700000000000004e-56,186.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,AOE43802.1,polynucleotide kinase,Gordonia phage Bantam,305.0,KX557272.1,92580.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Bantamvirus,,Bantamvirus bantam,E,Gordonia phage Bantam,,,KX557272,NC_031074,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_79,ASU00471.1,37.0,305,172,9,7,299,8,304,7.3e-56,185.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,ASU00471.1,hypothetical protein,Aeromonas phage AS-zj,304.0,MF448340.1,229929.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Straboviridae,Emmerichvirinae,Ceceduovirus,,Ceceduovirus aszj,E,Aeromonas phage AS-zj,,,MF448340,NC_048673,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_79,ATI18362.1,37.0,305,172,9,7,299,8,304,7.3e-56,185.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,ATI18362.1,polynucleotide 5'-kinase and 3'-phosphatase,Aeromonas phage AS-sw,304.0,MF498775.1,230024.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Straboviridae,Emmerichvirinae,Ceceduovirus,,Ceceduovirus assw,E,Aeromonas phage AS-sw,,,MF498775,NC_048674,Partial genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_79,AGT12682.1,38.2,322,160,9,2,299,5,311,8.86e-56,185.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,AGT12682.1,polynucleotide kinase,Mycobacterium phage Whirlwind,311.0,KF024725.1,76050.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Vilmaviridae,Lclasvirinae,Lumosvirus,,Lumosvirus whirlwind,E,Mycobacterium phage Whirlwind,,,KF024725,NC_022052,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_79,QFG14314.1,38.2,319,162,8,2,299,4,308,1.6199999999999999e-55,184.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,QFG14314.1,polynucleotide kinase,Mycobacterium phage Tourach,308.0,MN234228.1,77876.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Vilmaviridae,Lclasvirinae,Faithunavirus,,Faithunavirus tourach,E,Mycobacterium phage Tourach,,,MN234228,NC_053509,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_80,AXG66232.1,59.6,89,36,0,1,89,1,89,5.23e-38,124.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,AXG66232.1,hypothetical protein SEA_ANNADREAMY_137,Streptomyces phage Annadreamy,92.0,MH536811.1,125726.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Annadreamyvirus,,Annadreamyvirus annadreamy,E,Streptomyces phage Annadreamy,,,MH536811,NC_048719,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_80,AXH49265.1,57.3,89,38,0,1,89,1,89,1.6199999999999998e-34,115.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,AXH49265.1,hypothetical protein SEA_BLUEEYEDBEAUTY_146,Streptomyces phage Blueeyedbeauty,91.0,MH536814.1,130473.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Annadreamyvirus,,Annadreamyvirus blueeyedbeauty,E,Streptomyces phage Blueeyedbeauty,,,MH536814,NC_048720,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_80,AVD99357.1,44.9,89,42,2,1,89,11,92,1.04e-21,83.6,AT10B_S15_NODE_1_length_45468_cov_7,103329,AVD99357.1,hypothetical protein SEA_BILLNYE_185,Streptomyces phage BillNye,93.0,MG757153.1,127084.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Wilnyevirus,,Wilnyevirus billnye,E,Streptomyces phage BillNye,,,MG757153,NC_042105,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_80,AMM43916.1,47.7,44,23,0,45,88,14,57,8.5e-12,58.9,AT10B_S15_NODE_1_length_45468_cov_7,103329,AMM43916.1,hypothetical protein CBB_353,Pectinobacterium phage vB_PcaM_CBB,115.0,KU574722.1,378379.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Mimasvirus,,Mimasvirus CBB,E,Pectinobbacterium phage vB_PcaM_CBB,,,KU574722,NC_041878,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_80,SOK58630.1,50.0,40,20,0,49,88,18,57,9.49e-12,58.9,AT10B_S15_NODE_1_length_45468_cov_7,103329,SOK58630.1,hypothetical protein,Yersinia phage fHe-Yen9-04,120.0,LT960551.1,354378.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Eneladusvirus,,Eneladusvirus Yen904,E,Yersinia phage fHe-Yen9-04,,,LT960551,NC_042116,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_80,AFC21796.1,51.2,41,20,0,48,88,17,57,1.2e-11,58.5,AT10B_S15_NODE_1_length_45468_cov_7,103329,AFC21796.1,hypothetical protein GAP32_346,Cronobacter phage vB_CsaM_GAP32,115.0,JN882285.1,358663.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Mimasvirus,,Mimasvirus GAP32,E,Cronobacter phage vB_CsaM_GAP32,,,JN882285,NC_019401,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_80,AQW88877.1,50.0,40,20,0,49,88,18,57,3.77e-11,57.4,AT10B_S15_NODE_1_length_45468_cov_7,103329,AQW88877.1,hypothetical protein BF_0352,Serratia phage BF,120.0,KY630187.1,357154.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Eneladusvirus,,Eneladusvirus BF,E,Serratia phage BF,,,KY630187,NC_041917,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_81,AXH69698.1,44.3,61,34,0,3,63,2,62,1.37e-13,60.8,AT10B_S15_NODE_1_length_45468_cov_7,103329,AXH69698.1,hypothetical protein SEA_LUKECAGE_211,Streptomyces phage LukeCage,62.0,MH590597.1,133195.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus LukeCage,E,Streptomyces phage LukeCage,,,MH590597,NC_048723,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_81,AYB71008.1,42.6,61,35,0,3,63,2,62,6.51e-12,56.6,AT10B_S15_NODE_1_length_45468_cov_7,103329,AYB71008.1,hypothetical protein SEA_YABOI_211,Streptomyces phage Yaboi,62.0,MH727564.1,131250.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus Yaboi,E,Streptomyces phage Yaboi,,,MH727564,NC_048730,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_81,AXH66924.1,39.3,61,37,0,3,63,8,68,5.02e-10,52.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,AXH66924.1,hypothetical protein SEA_STARPLATINUM_215,Streptomyces phage StarPlatinum,68.0,MH576965.1,133886.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus StarPlatinum,E,Streptomyces phage StarPlatinum,,,MH576965,NC_048721,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_82,AYB71010.1,45.7,127,40,4,1,99,1,126,1.19e-15,69.3,AT10B_S15_NODE_1_length_45468_cov_7,103329,AYB71010.1,hypothetical protein SEA_YABOI_213,Streptomyces phage Yaboi,126.0,MH727564.1,131250.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus Yaboi,E,Streptomyces phage Yaboi,,,MH727564,NC_048730,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_82,ASR77861.1,51.6,62,27,2,1,59,1,62,9.61e-11,57.4,AT10B_S15_NODE_1_length_45468_cov_7,103329,ASR77861.1,hypothetical protein SEA_PEEBS_196,Streptomyces phage Peebs,158.0,MF347638.1,133047.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus peebs,E,Streptomyces phage Peebs,,,MF347638,NC_042011,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_82,AST15392.1,53.3,60,25,2,1,57,1,60,9.61e-11,57.4,AT10B_S15_NODE_1_length_45468_cov_7,103329,AST15392.1,hypothetical protein SEA_SAMISTI12_202,Streptomyces phage Samisti12,158.0,MF347639.1,133710.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus samisti12,E,Streptomyces phage Samisti12,,,MF347639,NC_042012,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_83,AXH67000.1,72.1,43,12,0,12,54,1,43,6.89e-20,76.6,AT10B_S15_NODE_1_length_45468_cov_7,103329,AXH67000.1,hypothetical protein SEA_STARPLATINUM_231,Streptomyces phage StarPlatinum,45.0,MH576965.1,133886.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus StarPlatinum,E,Streptomyces phage StarPlatinum,,,MH576965,NC_048721,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_83,AXH67361.1,69.6,46,14,0,12,57,1,46,7.04e-20,76.6,AT10B_S15_NODE_1_length_45468_cov_7,103329,AXH67361.1,hypothetical protein SEA_WOFFORD_224,Streptomyces phage Wollford,46.0,MH576968.1,133007.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus Wollford,E,Streptomyces phage Wollford,,,MH576968,NC_048722,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_83,AXH69711.1,69.8,43,13,0,12,54,1,43,3.99e-19,74.7,AT10B_S15_NODE_1_length_45468_cov_7,103329,AXH69711.1,hypothetical protein SEA_LUKECAGE_227,Streptomyces phage LukeCage,45.0,MH590597.1,133195.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus LukeCage,E,Streptomyces phage LukeCage,,,MH590597,NC_048723,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_83,AXH70100.1,69.6,46,14,0,12,57,1,46,4.08e-19,74.7,AT10B_S15_NODE_1_length_45468_cov_7,103329,AXH70100.1,hypothetical protein SEA_KARIMAC_223,Streptomyces phage Karimac,46.0,MH590599.1,131909.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus Karimac,E,Streptomyces phage Karimac,,,MH590599,NC_048724,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_83,ASR77630.1,68.1,47,15,0,15,61,4,50,8.92e-17,69.3,AT10B_S15_NODE_1_length_45468_cov_7,103329,ASR77630.1,hypothetical protein SEA_PARADIDDLES_201,Streptomyces phage Paradiddles,66.0,MF347637.1,133486.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus paradiddles,E,Streptomyces phage Paradiddles,,,MF347637,NC_042010,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_83,ASR75575.1,80.6,36,6,1,24,59,1,35,1.74e-14,63.2,AT10B_S15_NODE_1_length_45468_cov_7,103329,ASR75575.1,hypothetical protein SEA_MILDRED21_217,Streptomyces phage Mildred21,52.0,MF155946.1,131976.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus mildred21,E,Streptomyces phage Mildred21,,,MF155946,NC_042008,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_83,ASR77867.1,62.5,48,17,1,15,61,4,51,3.54e-14,62.8,AT10B_S15_NODE_1_length_45468_cov_7,103329,ASR77867.1,hypothetical protein SEA_PEEBS_206,Streptomyces phage Peebs,67.0,MF347638.1,133047.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus peebs,E,Streptomyces phage Peebs,,,MF347638,NC_042011,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_83,QBP30953.1,62.5,48,17,1,15,61,4,51,3.54e-14,62.8,AT10B_S15_NODE_1_length_45468_cov_7,103329,QBP30953.1,hypothetical protein SEA_EGOLE_212,Streptomyces phage EGole,67.0,MK494112.1,135653.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus egole,E,Streptomyces phage Egole,,,MK494112,NC_055791,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_83,QGH76470.1,63.8,47,16,1,24,70,1,46,1.46e-13,60.8,AT10B_S15_NODE_1_length_45468_cov_7,103329,QGH76470.1,hypothetical protein SEA_DAUBENSKI_202,Streptomyces phage Daubenski,53.0,MN444876.1,133090.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus daubenski,E,Streptomyces phage Daubenski,,,MN444876,NC_055822,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_83,AST15399.1,60.4,48,18,1,15,61,4,51,2.04e-13,60.8,AT10B_S15_NODE_1_length_45468_cov_7,103329,AST15399.1,hypothetical protein SEA_SAMISTI12_213,Streptomyces phage Samisti12,67.0,MF347639.1,133710.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus samisti12,E,Streptomyces phage Samisti12,,,MF347639,NC_042012,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_83,QDK03022.1,68.4,38,12,0,24,61,1,38,1.74e-12,58.2,AT10B_S15_NODE_1_length_45468_cov_7,103329,QDK03022.1,hypothetical protein SEA_BRAELYN_206,Streptomyces phage Braelyn,54.0,MN096371.1,131234.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus braelyn,E,Streptomyces phage Braelyn,,,MN096371,NC_055813,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_83,QJD50922.1,63.8,47,15,1,24,70,1,45,2.03e-12,57.8,AT10B_S15_NODE_1_length_45468_cov_7,103329,QJD50922.1,hypothetical protein SEA_BMOC_213,Streptomyces phage Bmoc,45.0,MT310865.1,132885.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus bmoc,E,Streptomyces phage Bmoc,,,MT310865,NC_055842,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_83,AIW02668.1,59.6,47,19,0,24,70,1,47,4.99e-12,57.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,AIW02668.1,hypothetical protein PBI_JAY2JAY_214,Streptomyces phage Jay2Jay,54.0,KM652554.1,133531.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus jay2jay,E,Streptomyces phage Jay2jay,,,KM652554,NC_029098,Complete genome,dsDNA,bacteria
