qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,qseqid_ID,qseqid_genome_length,sseqid_ID,definition,virus,protein_length,genome_ncbi_acc,sseqid_genome_length,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species,Exemplar or additional isolate,Virus name(s),Virus name abbreviation(s),Virus isolate designation,Virus GENBANK accession,Virus REFSEQ accession,Genome coverage,Genome composition,Host source
AT10B_S2_NODE_1_length_122269_cov_11.242561_55,ASR77703.1,75.9,54,13,0,1,54,1,54,5.99e-23,84.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR77703.1,hypothetical protein SEA_PARADIDDLES_149,Streptomyces phage Paradiddles,54.0,MF347637.1,133486.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus paradiddles,E,Streptomyces phage Paradiddles,,,MF347637,NC_042010,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_55,ASR75541.1,76.5,51,12,0,1,51,1,51,2.0600000000000002e-21,80.1,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR75541.1,hypothetical protein SEA_MILDRED21_160,Streptomyces phage Mildred21,55.0,MF155946.1,131976.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus mildred21,E,Streptomyces phage Mildred21,,,MF155946,NC_042008,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_55,QDK02987.1,72.5,51,14,0,1,51,1,51,9.85e-20,75.9,AT10B_S2_NODE_1_length_122269_cov_11,103329,QDK02987.1,hypothetical protein SEA_BRAELYN_154,Streptomyces phage Braelyn,55.0,MN096371.1,131234.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus braelyn,E,Streptomyces phage Braelyn,,,MN096371,NC_055813,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_55,QGH76436.1,72.5,51,14,0,1,51,1,51,7.92e-19,73.6,AT10B_S2_NODE_1_length_122269_cov_11,103329,QGH76436.1,hypothetical protein SEA_DAUBENSKI_150,Streptomyces phage Daubenski,54.0,MN444876.1,133090.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus daubenski,E,Streptomyces phage Daubenski,,,MN444876,NC_055822,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_55,QDH94000.1,72.5,51,13,1,1,51,1,50,1.32e-17,70.5,AT10B_S2_NODE_1_length_122269_cov_11,103329,QDH94000.1,hypothetical protein SEA_EVY_149,Streptomyces phage Evy,54.0,MK977711.1,132977.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus evy,E,Streptomyces phage Evy,,,MK977711,NC_055809,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_55,ASR77396.1,70.6,51,14,1,1,51,1,50,1.87e-17,70.1,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR77396.1,hypothetical protein SEA_NOOTNOOT_150,Streptomyces phage NootNoot,54.0,MF347636.1,131086.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus nootnoot,E,Streptomyces phage NootNoot,,,MF347636,NC_042009,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_55,AXH69666.1,47.2,53,28,0,1,53,2,54,1.98e-10,52.4,AT10B_S2_NODE_1_length_122269_cov_11,103329,AXH69666.1,hypothetical protein SEA_LUKECAGE_163,Streptomyces phage LukeCage,55.0,MH590597.1,133195.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus LukeCage,E,Streptomyces phage LukeCage,,,MH590597,NC_048723,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_55,AXH67317.1,47.2,53,28,0,1,53,2,54,1.63e-09,50.1,AT10B_S2_NODE_1_length_122269_cov_11,103329,AXH67317.1,hypothetical protein SEA_WOFFORD_158,Streptomyces phage Wollford,55.0,MH576968.1,133007.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus Wollford,E,Streptomyces phage Wollford,,,MH576968,NC_048722,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_56,ASR77835.1,49.2,118,60,0,11,128,13,130,3.61e-29,105.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR77835.1,hypothetical protein SEA_PEEBS_152,Streptomyces phage Peebs,131.0,MF347638.1,133047.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus peebs,E,Streptomyces phage Peebs,,,MF347638,NC_042011,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_56,AST15365.1,49.2,118,60,0,11,128,13,130,3.61e-29,105.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AST15365.1,hypothetical protein SEA_SAMISTI12_156,Streptomyces phage Samisti12,131.0,MF347639.1,133710.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus samisti12,E,Streptomyces phage Samisti12,,,MF347639,NC_042012,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_56,ASR77606.1,47.6,124,65,0,5,128,7,130,1.03e-28,103.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR77606.1,hypothetical protein SEA_PARADIDDLES_150,Streptomyces phage Paradiddles,131.0,MF347637.1,133486.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus paradiddles,E,Streptomyces phage Paradiddles,,,MF347637,NC_042010,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_56,QBP30923.1,48.3,118,61,0,11,128,13,130,4.14e-28,102.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QBP30923.1,hypothetical protein SEA_EGOLE_157,Streptomyces phage EGole,131.0,MK494112.1,135653.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus egole,E,Streptomyces phage Egole,,,MK494112,NC_055791,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_56,QGH76437.1,49.2,122,58,2,10,127,12,133,7.090000000000001e-27,99.4,AT10B_S2_NODE_1_length_122269_cov_11,103329,QGH76437.1,hypothetical protein SEA_DAUBENSKI_151,Streptomyces phage Daubenski,133.0,MN444876.1,133090.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus daubenski,E,Streptomyces phage Daubenski,,,MN444876,NC_055822,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_56,ASR77397.1,45.9,133,66,2,1,127,1,133,1.42e-26,98.6,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR77397.1,hypothetical protein SEA_NOOTNOOT_151,Streptomyces phage NootNoot,133.0,MF347636.1,131086.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus nootnoot,E,Streptomyces phage NootNoot,,,MF347636,NC_042009,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_56,QDK02988.1,45.9,133,66,2,1,127,1,133,1.42e-26,98.6,AT10B_S2_NODE_1_length_122269_cov_11,103329,QDK02988.1,hypothetical protein SEA_BRAELYN_155,Streptomyces phage Braelyn,133.0,MN096371.1,131234.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus braelyn,E,Streptomyces phage Braelyn,,,MN096371,NC_055813,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_56,ASR75542.1,45.7,127,65,2,4,127,8,133,1.62e-25,95.9,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR75542.1,hypothetical protein SEA_MILDRED21_161,Streptomyces phage Mildred21,133.0,MF155946.1,131976.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus mildred21,E,Streptomyces phage Mildred21,,,MF155946,NC_042008,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_56,AIW02636.1,34.9,106,67,1,18,123,8,111,4.77e-12,60.8,AT10B_S2_NODE_1_length_122269_cov_11,103329,AIW02636.1,hypothetical protein PBI_JAY2JAY_159,Streptomyces phage Jay2Jay,115.0,KM652554.1,133531.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus jay2jay,E,Streptomyces phage Jay2jay,,,KM652554,NC_029098,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_58,QJD50887.1,58.8,51,21,0,1,51,1,51,8.51e-19,73.2,AT10B_S2_NODE_1_length_122269_cov_11,103329,QJD50887.1,hypothetical protein SEA_BMOC_160,Streptomyces phage Bmoc,51.0,MT310865.1,132885.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus bmoc,E,Streptomyces phage Bmoc,,,MT310865,NC_055842,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_58,AXH67320.1,51.0,51,25,0,1,51,1,51,1.6e-14,62.4,AT10B_S2_NODE_1_length_122269_cov_11,103329,AXH67320.1,hypothetical protein SEA_WOFFORD_162,Streptomyces phage Wollford,51.0,MH576968.1,133007.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus Wollford,E,Streptomyces phage Wollford,,,MH576968,NC_048722,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_60,QJD50888.1,57.1,49,21,0,2,50,4,52,5.26e-13,58.5,AT10B_S2_NODE_1_length_122269_cov_11,103329,QJD50888.1,hypothetical protein SEA_BMOC_164,Streptomyces phage Bmoc,52.0,MT310865.1,132885.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus bmoc,E,Streptomyces phage Bmoc,,,MT310865,NC_055842,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_62,QGH76440.1,81.1,270,50,1,1,270,1,269,3.21e-154,432.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QGH76440.1,hypothetical protein SEA_DAUBENSKI_159,Streptomyces phage Daubenski,269.0,MN444876.1,133090.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus daubenski,E,Streptomyces phage Daubenski,,,MN444876,NC_055822,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_62,AXH70010.1,43.9,271,141,7,1,268,1,263,1.1600000000000001e-57,187.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AXH70010.1,hypothetical protein SEA_KARIMAC_173,Streptomyces phage Karimac,264.0,MH590599.1,131909.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus Karimac,E,Streptomyces phage Karimac,,,MH590599,NC_048724,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_62,AXH69670.1,42.2,268,145,5,4,268,3,263,6.52e-57,185.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AXH69670.1,hypothetical protein SEA_LUKECAGE_173,Streptomyces phage LukeCage,264.0,MH590597.1,133195.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus LukeCage,E,Streptomyces phage LukeCage,,,MH590597,NC_048723,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_62,QJD50891.1,43.8,258,137,5,13,268,10,261,2.76e-55,181.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QJD50891.1,hypothetical protein SEA_BMOC_168,Streptomyces phage Bmoc,262.0,MT310865.1,132885.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus bmoc,E,Streptomyces phage Bmoc,,,MT310865,NC_055842,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_62,QDH94003.1,44.4,259,134,6,13,268,10,261,1.0999999999999998e-54,179.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QDH94003.1,hypothetical protein SEA_EVY_158,Streptomyces phage Evy,262.0,MK977711.1,132977.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus evy,E,Streptomyces phage Evy,,,MK977711,NC_055809,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_62,AIW02638.1,44.0,259,135,6,13,268,10,261,3.0999999999999995e-54,178.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AIW02638.1,hypothetical protein PBI_JAY2JAY_167,Streptomyces phage Jay2Jay,262.0,KM652554.1,133531.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus jay2jay,E,Streptomyces phage Jay2jay,,,KM652554,NC_029098,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_62,ASR77837.1,42.9,259,138,5,13,268,10,261,1.24e-53,177.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR77837.1,hypothetical protein SEA_PEEBS_160,Streptomyces phage Peebs,262.0,MF347638.1,133047.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus peebs,E,Streptomyces phage Peebs,,,MF347638,NC_042011,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_62,AST15367.1,42.9,259,138,5,13,268,10,261,1.24e-53,177.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AST15367.1,hypothetical protein SEA_SAMISTI12_164,Streptomyces phage Samisti12,262.0,MF347639.1,133710.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus samisti12,E,Streptomyces phage Samisti12,,,MF347639,NC_042012,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_62,QBP30924.1,42.9,259,138,5,13,268,10,261,1.24e-53,177.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QBP30924.1,hypothetical protein SEA_EGOLE_164,Streptomyces phage EGole,262.0,MK494112.1,135653.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus egole,E,Streptomyces phage Egole,,,MK494112,NC_055791,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_62,AXH67322.1,42.1,271,145,7,1,268,1,262,1.8e-53,176.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AXH67322.1,hypothetical protein SEA_WOFFORD_169,Streptomyces phage Wollford,263.0,MH576968.1,133007.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus Wollford,E,Streptomyces phage Wollford,,,MH576968,NC_048722,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_62,QDK02992.1,42.5,259,139,5,13,268,10,261,3.8999999999999994e-52,173.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QDK02992.1,hypothetical protein SEA_BRAELYN_164,Streptomyces phage Braelyn,262.0,MN096371.1,131234.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus braelyn,E,Streptomyces phage Braelyn,,,MN096371,NC_055813,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_62,ANA86616.1,30.0,240,152,5,33,268,27,254,6.970000000000001e-27,107.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,ANA86616.1,CobT-like cobalamin biosynthesis protein,Gordonia phage ClubL,255.0,KU998246.1,92618.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Smoothievirus,,Smoothievirus clubL,E,Gordonia phage ClubL,,,KU998246,NC_030901,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_62,ANA86274.1,30.0,240,152,5,33,268,27,254,1.3600000000000002e-26,106.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,ANA86274.1,CobT-like cobalamin biosynthesis protein,Gordonia phage Smoothie,255.0,KU998244.1,93139.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Smoothievirus,,Smoothievirus smoothie,E,Gordonia phage Smoothie,,,KU998244,NC_030696,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_62,ANA86794.1,30.0,240,152,5,33,268,27,254,1.3600000000000002e-26,106.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,ANA86794.1,CobT-like cobalamin biosynthesis protein,Gordonia phage Bachita,255.0,KU998247.1,93843.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Smoothievirus,,Smoothievirus bachita,E,Gordonia phage Bachita,,,KU998247,NC_030936,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_64,QGH76441.1,70.5,44,11,1,1,44,1,42,3.63e-15,63.5,AT10B_S2_NODE_1_length_122269_cov_11,103329,QGH76441.1,hypothetical protein SEA_DAUBENSKI_162,Streptomyces phage Daubenski,43.0,MN444876.1,133090.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus daubenski,E,Streptomyces phage Daubenski,,,MN444876,NC_055822,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_64,ASR77399.1,62.2,45,15,1,1,45,1,43,1.01e-12,57.4,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR77399.1,hypothetical protein SEA_NOOTNOOT_161,Streptomyces phage NootNoot,43.0,MF347636.1,131086.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus nootnoot,E,Streptomyces phage NootNoot,,,MF347636,NC_042009,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_64,ASR77838.1,63.6,44,14,1,1,44,1,42,1.01e-12,57.4,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR77838.1,hypothetical protein SEA_PEEBS_163,Streptomyces phage Peebs,43.0,MF347638.1,133047.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus peebs,E,Streptomyces phage Peebs,,,MF347638,NC_042011,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_64,QBP30925.1,63.6,44,14,1,1,44,1,42,1.01e-12,57.4,AT10B_S2_NODE_1_length_122269_cov_11,103329,QBP30925.1,hypothetical protein SEA_EGOLE_167,Streptomyces phage EGole,43.0,MK494112.1,135653.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus egole,E,Streptomyces phage Egole,,,MK494112,NC_055791,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_64,QDK02993.1,62.2,45,15,1,1,45,1,43,1.01e-12,57.4,AT10B_S2_NODE_1_length_122269_cov_11,103329,QDK02993.1,hypothetical protein SEA_BRAELYN_167,Streptomyces phage Braelyn,43.0,MN096371.1,131234.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus braelyn,E,Streptomyces phage Braelyn,,,MN096371,NC_055813,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_64,AST15368.1,63.6,44,14,1,1,44,1,42,1.43e-12,57.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AST15368.1,hypothetical protein SEA_SAMISTI12_167,Streptomyces phage Samisti12,43.0,MF347639.1,133710.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus samisti12,E,Streptomyces phage Samisti12,,,MF347639,NC_042012,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_64,QJD50892.1,57.8,45,17,1,1,45,1,43,5.64e-10,50.4,AT10B_S2_NODE_1_length_122269_cov_11,103329,QJD50892.1,hypothetical protein SEA_BMOC_171,Streptomyces phage Bmoc,43.0,MT310865.1,132885.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus bmoc,E,Streptomyces phage Bmoc,,,MT310865,NC_055842,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_64,ASR75546.1,51.1,45,20,1,1,45,1,43,2.69e-08,46.2,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR75546.1,hypothetical protein SEA_MILDRED21_173,Streptomyces phage Mildred21,43.0,MF155946.1,131976.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus mildred21,E,Streptomyces phage Mildred21,,,MF155946,NC_042008,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_65,QJD50893.1,83.3,60,10,0,1,60,1,60,2.3300000000000002e-31,105.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QJD50893.1,hypothetical protein SEA_BMOC_172,Streptomyces phage Bmoc,60.0,MT310865.1,132885.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus bmoc,E,Streptomyces phage Bmoc,,,MT310865,NC_055842,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_65,AIW02640.1,80.7,57,11,0,4,60,3,59,1.05e-27,96.3,AT10B_S2_NODE_1_length_122269_cov_11,103329,AIW02640.1,hypothetical protein PBI_JAY2JAY_171,Streptomyces phage Jay2Jay,59.0,KM652554.1,133531.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus jay2jay,E,Streptomyces phage Jay2jay,,,KM652554,NC_029098,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_65,QDH94005.1,78.9,57,12,0,4,60,3,59,2.4700000000000002e-26,92.8,AT10B_S2_NODE_1_length_122269_cov_11,103329,QDH94005.1,hypothetical protein SEA_EVY_161,Streptomyces phage Evy,59.0,MK977711.1,132977.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus evy,E,Streptomyces phage Evy,,,MK977711,NC_055809,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_65,QGH76442.1,71.2,59,17,0,1,59,1,59,4.12e-25,89.7,AT10B_S2_NODE_1_length_122269_cov_11,103329,QGH76442.1,hypothetical protein SEA_DAUBENSKI_163,Streptomyces phage Daubenski,59.0,MN444876.1,133090.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus daubenski,E,Streptomyces phage Daubenski,,,MN444876,NC_055822,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_66,ASR77840.1,74.7,79,18,1,44,120,1,79,1.82e-36,121.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR77840.1,hypothetical protein SEA_PEEBS_165,Streptomyces phage Peebs,80.0,MF347638.1,133047.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus peebs,E,Streptomyces phage Peebs,,,MF347638,NC_042011,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_66,AST15370.1,74.7,79,18,1,44,120,1,79,1.82e-36,121.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AST15370.1,hypothetical protein SEA_SAMISTI12_169,Streptomyces phage Samisti12,80.0,MF347639.1,133710.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus samisti12,E,Streptomyces phage Samisti12,,,MF347639,NC_042012,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_66,QBP30927.1,73.4,79,19,1,44,120,1,79,1.49e-35,119.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QBP30927.1,hypothetical protein SEA_EGOLE_169,Streptomyces phage EGole,80.0,MK494112.1,135653.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus egole,E,Streptomyces phage Egole,,,MK494112,NC_055791,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_66,ASR77401.1,70.9,79,22,1,44,121,1,79,4.1300000000000004e-35,118.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR77401.1,hypothetical protein SEA_NOOTNOOT_163,Streptomyces phage NootNoot,79.0,MF347636.1,131086.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus nootnoot,E,Streptomyces phage NootNoot,,,MF347636,NC_042009,Complete genome,dsDNA,bacteria
