genome_ID	genome_length	Realm	Subrealm	Kingdom	Subkingdom	Phylum	Subphylum	Class	Subclass	Order	Suborder	Family	Subfamily	Genus	Subgenus	Species	Exemplar or additional isolate	Virus name(s)	Virus name abbreviation(s)	Virus isolate designation	Virus GENBANK accession	Virus REFSEQ accession	Genome coverage	Genome composition	Host source	classified
LN681541.1	44461.0	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Yongloolinvirus		Yongloolinvirus MMP01	E	Clostridium phage phiMMP01			LN681541	NC_028883	Complete genome	dsDNA	bacteria	1.0
LN681542.1	52261.0	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Yongloolinvirus		Yongloolinvirus MMP03	E	Clostridium phage phiMMP03			LN681542	NC_028959	Complete genome	dsDNA	bacteria	1.0
KU963248.1	98136.0	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Yvonnevirus		Gordonia virus Yvonnetastic	E	Gordonia phage Yvonnetastic			KU963248	NC_031230	Complete genome	dsDNA	bacteria	1.0
MH271320.1	47921.0	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Zetavirus		Zetavirus zeta1847	E	Microbacterium phage Zeta1847			MH271320	NC_047992	Complete genome	dsDNA	bacteria	1.0
MK937611.1	61248.0	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Zitchvirus		Zitchvirus verity	E	Gordonia phage Verity			MK937611	NC_053249	Complete genome	dsDNA	bacteria	1.0
MK937607.1	61219.0	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Zitchvirus		Zitchvirus zipp	E	Gordonia phage Zipp			MK937607	NC_053248	Complete genome	dsDNA	bacteria	1.0
MT498036.1	58928.0	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes						Zitchvirus		Zitchvirus zitch	E	Gordonia phage Zitch			MT498036	NC_053247	Complete genome	dsDNA	bacteria	1.0
HQ224500.1	10638.0	Monodnaviria		Loebvirae		Hofneiviricota		Faserviricetes		Tubulavirales		Inoviridae		Affertcholeramvirus		Affertcholeramvirus CTXphi	E	Vibrio phage CTXphi	CTXphi		HQ224500	NC_015209	Complete genome	ssDNA(+)	bacteria	1.0
KP972568.1	6722.0	Monodnaviria		Loebvirae		Hofneiviricota		Faserviricetes		Tubulavirales		Inoviridae		Affertcholeramvirus		Affertcholeramvirus preCTX1	E	Vibrio phage pre-CTX			KP972568		Complete genome	ssDNA(+)	bacteria	1.0
KT728930.1	5215.0	Monodnaviria		Loebvirae		Hofneiviricota		Faserviricetes		Tubulavirales		Inoviridae		Affertcholeramvirus		Affertcholeramvirus preCTX2	E	Vibrio phage pre-CTX			KT728930		Complete genome	ssDNA(+)	bacteria	1.0
AY714348.1	7107.0	Monodnaviria		Loebvirae		Hofneiviricota		Faserviricetes		Tubulavirales		Inoviridae		Capistrivirus		Capistrivirus KSF1	E	Vibrio phage KSF1	KSF1		AY714348	NC_006294	Complete genome	ssDNA(+)	bacteria	1.0
AB910602.1	7325.0	Monodnaviria		Loebvirae		Hofneiviricota		Faserviricetes		Tubulavirales		Inoviridae		Coriovirus		Coriovirus Cf1c	A	Xanthomonas phage XacF1	XacF1		AB910602		Complete genome	ssDNA(+)	bacteria	1.0
AB572858.1	6856.0	Monodnaviria		Loebvirae		Hofneiviricota		Faserviricetes		Tubulavirales		Inoviridae		Fibrovirus		Fibrovirus fs1	A	Vibrio phage ND1-fs1	ND1-fs1		AB572858	NC_055051	Complete genome	ssDNA	bacteria	1.0
AF453500.3	6882.0	Monodnaviria		Loebvirae		Hofneiviricota		Faserviricetes		Tubulavirales		Inoviridae		Fibrovirus		Fibrovirus fs1	A	Vibrio phage VSK	VSK		AF453500	NC_003327	Complete genome	ssDNA	bacteria	1.0
AF452449.2	6834.0	Monodnaviria		Loebvirae		Hofneiviricota		Faserviricetes		Tubulavirales		Inoviridae		Fibrovirus		Fibrovirus fs1	A	Vibrio phage VSKK	VSKK		AF452449		Complete genome	ssDNA	bacteria	1.0
FJ904927.1	6842.0	Monodnaviria		Loebvirae		Hofneiviricota		Faserviricetes		Tubulavirales		Inoviridae		Fibrovirus		Fibrovirus fs1	A	Vibrio phage VEJ	VEJ		FJ904927	NC_012757	Complete genome	ssDNA	bacteria	1.0
AY242528.1	7542.0	Monodnaviria		Loebvirae		Hofneiviricota		Faserviricetes		Tubulavirales		Inoviridae		Fibrovirus		Fibrovirus VGJ	E	Vibrio phage VGJ	VGJ		AY242528	NC_004736	Complete genome	ssDNA	bacteria	1.0
MN536023.1	7180.0	Monodnaviria		Loebvirae		Hofneiviricota		Faserviricetes		Tubulavirales		Inoviridae		Fibrovirus		Fobrovirus VP24	E	Vibrio phage VP24-2_Ke			MN536023		Complete genome	ssDNA(+)	bacteria	1.0
KX179905.1	7929.0	Monodnaviria		Loebvirae		Hofneiviricota		Faserviricetes		Tubulavirales		Inoviridae		Habenivirus		Habenivirus RS551	E	Ralstonia phage Rs551	Rs551		KX179905	NC_047765	Complete genome	ssDNA(+)	bacteria	1.0
MF716957.1	6945.0	Monodnaviria		Loebvirae		Hofneiviricota		Faserviricetes		Tubulavirales		Inoviridae		Habenivirus		Habenivirus RS551	A	Ralstonia phage RSIBR3	RSIBR3		MF716957	NC_055052	Complete genome	ssDNA(+)	bacteria	1.0
AB937974.1	7679.0	Monodnaviria		Loebvirae		Hofneiviricota		Faserviricetes		Tubulavirales		Inoviridae		Habenivirus		Habenivirus RS603	E	Ralstonia phage RS603	RS603		AB937974	NC_025454	Complete genome	ssDNA	bacteria	1.0
AB259123.2	9004.0	Monodnaviria		Loebvirae		Hofneiviricota		Faserviricetes		Tubulavirales		Inoviridae		Habenivirus		Habenivirus RSM1	E	Ralstonia phage RSM1	RSM1		AB259123	NC_008574	Complete genome	ssDNA	bacteria	1.0
AB434711.1	8929.0	Monodnaviria		Loebvirae		Hofneiviricota		Faserviricetes		Tubulavirales		Inoviridae		Habenivirus		Habenivirus RSM3	E	Ralstonia phage RSM3	RSM3		AB434711	NC_011399	Complete genome	ssDNA	bacteria	1.0
AB981170.1	8956.0	Monodnaviria		Loebvirae		Hofneiviricota		Faserviricetes		Tubulavirales		Inoviridae		Habenivirus		Habenivirus RSM3	A	Ralstonia phage RSMSuper	RSMSuper		AB981170		Complete genome	ssDNA	bacteria	1.0
JX412914.1	6407.0	Monodnaviria		Loebvirae		Hofneiviricota		Faserviricetes		Tubulavirales		Inoviridae		Inovirus		Inovirus M13	A	Enterobacteria phage M13	M13	WT variety Rutgers	JX412914		Complete genome	ssDNA	bacteria	1.0
JF719734.1	6407.0	Monodnaviria		Loebvirae		Hofneiviricota		Faserviricetes		Tubulavirales		Inoviridae		Inovirus		Inovirus M13	A	Enterobacteria phage f1	f1	f1_3_FR	JF719734		Complete genome	ssDNA	bacteria	1.0
JF719733.1	6407.0	Monodnaviria		Loebvirae		Hofneiviricota		Faserviricetes		Tubulavirales		Inoviridae		Inovirus		Inovirus M13	A	Enterobacteria phage f1	f1	f1_2_FR	JF719733		Complete genome	ssDNA	bacteria	1.0
JF719732.1	6407.0	Monodnaviria		Loebvirae		Hofneiviricota		Faserviricetes		Tubulavirales		Inoviridae		Inovirus		Inovirus M13	A	Enterobacteria phage f1	f1	f1_1_FR	JF719732		Complete genome	ssDNA	bacteria	1.0
GQ153919.1	6407.0	Monodnaviria		Loebvirae		Hofneiviricota		Faserviricetes		Tubulavirales		Inoviridae		Inovirus		Inovirus M13	A	Enterobacteria phage f1	f1	F1_ancestral	GQ153919		Complete genome	ssDNA	bacteria	1.0
GQ153918.1	6407.0	Monodnaviria		Loebvirae		Hofneiviricota		Faserviricetes		Tubulavirales		Inoviridae		Inovirus		Inovirus M13	A	Enterobacteria phage f1	f1	F1_3	GQ153918		Complete genome	ssDNA	bacteria	1.0
GQ153917.1	6407.0	Monodnaviria		Loebvirae		Hofneiviricota		Faserviricetes		Tubulavirales		Inoviridae		Inovirus		Inovirus M13	A	Enterobacteria phage f1	f1	F1_2	GQ153917		Complete genome	ssDNA	bacteria	1.0
GQ153916.1	6407.0	Monodnaviria		Loebvirae		Hofneiviricota		Faserviricetes		Tubulavirales		Inoviridae		Inovirus		Inovirus M13	A	Enterobacteria phage f1	f1	F1_1	GQ153916		Complete genome	ssDNA	bacteria	1.0
AB334721.1	6407.0	Monodnaviria		Loebvirae		Hofneiviricota		Faserviricetes		Tubulavirales		Inoviridae		Inovirus		Inovirus M13	A	Enterobacteria phage f1	f1	NBRC 20015	AB334721		Complete genome	ssDNA	bacteria	1.0
AB334720.1	6407.0	Monodnaviria		Loebvirae		Hofneiviricota		Faserviricetes		Tubulavirales		Inoviridae		Inovirus		Inovirus M13	A	Enterobacteria phage f1	f1	NBRC 20010	AB334720		Complete genome	ssDNA	bacteria	1.0
MT901800.1	6608.0	Monodnaviria		Loebvirae		Hofneiviricota		Faserviricetes		Tubulavirales		Inoviridae		Lineavirus		Lineavirus pear	E	Erwinia phage PEar6			MT901800		Complete genome	ssDNA(+)	bacteria	1.0
MK512531.1	6454.0	Monodnaviria		Loebvirae		Hofneiviricota		Faserviricetes		Tubulavirales		Inoviridae		Lophivirus		Lophivirus Cf2	E	Xanthomonas phage Cf2			MK512531		Complete genome	ssDNA(+)	bacteria	1.0
MH218848.1	6372.0	Monodnaviria		Loebvirae		Hofneiviricota		Faserviricetes		Tubulavirales		Inoviridae		Lophivirus		Lophivirus Lf2	E	Xanthomonas phage phi Lf2			MH218848		Complete genome	ssDNA(+)	bacteria	1.0
MH206184.1	6062.0	Monodnaviria		Loebvirae		Hofneiviricota		Faserviricetes		Tubulavirales		Inoviridae		Lophivirus		Lophivirus LfUK	E	Xanthomonas phage phiLf UK			MH206184		Complete genome	ssDNA(+)	bacteria	1.0
MH206183.1	6564.0	Monodnaviria		Loebvirae		Hofneiviricota		Faserviricetes		Tubulavirales		Inoviridae		Lophivirus		Lophivirus Xv2	E	Xanthomonas phage phiXv2			MH206183		Complete genome	ssDNA(+)	bacteria	1.0
HM064452.1	5475.0	Monodnaviria		Loebvirae		Hofneiviricota		Faserviricetes		Tubulavirales		Inoviridae		Parhipatevirus		Parhipatevirus PE226	E	Ralstonia phage PE226	PE226		HM064452	NC_015297	Complete genome	ssDNA(+)	bacteria	1.0
AY374414.2	7118.0	Monodnaviria		Loebvirae		Hofneiviricota		Faserviricetes		Tubulavirales		Inoviridae		Porrectionivirus		Porrectionivirus p12J	E	Ralstonia phage p12J			AY374414	NC_005131	Complete genome	ssDNA(+)	bacteria	1.0
MN710383.1	10061.0	Monodnaviria		Loebvirae		Hofneiviricota		Faserviricetes		Tubulavirales		Inoviridae		Primolicivirus		Primolicivirus Pf8	E	Pseudomonas phage pf8_ST274-AUS411			MN710383		Complete genome	ssDNA(+)	bacteria	1.0
EF489910.1	6867.0	Monodnaviria		Loebvirae		Hofneiviricota		Faserviricetes		Tubulavirales		Inoviridae		Psecadovirus		Psecadovirus PSH1	E	Stenotrophomonas phage PSH1	PSH1		EF489910	NC_010429	Complete genome	ssDNA(+)	bacteria	1.0
MT495635.1	7540.0	Monodnaviria		Loebvirae		Hofneiviricota		Faserviricetes		Tubulavirales		Inoviridae		Restivirus		Restivirus RSBg	E	Ralstonia phage RSBg			MT495635		Complete genome	ssDNA(+)	bacteria	1.0
AB259124.1	6662.0	Monodnaviria		Loebvirae		Hofneiviricota		Faserviricetes		Tubulavirales		Inoviridae		Restivirus		Restivirus RSS1	E	Ralstonia phage RSS1	RSS1		AB259124	NC_008575	Complete genome	ssDNA(+)	bacteria	1.0
JQ408219.1	7288.0	Monodnaviria		Loebvirae		Hofneiviricota		Faserviricetes		Tubulavirales		Inoviridae		Restivirus		Restivirus RSS1	A	Ralstonia phage RSS0	RSS0		JQ408219	NC_019548	Complete genome	ssDNA(+)	bacteria	1.0
LC066596.1	7273.0	Monodnaviria		Loebvirae		Hofneiviricota		Faserviricetes		Tubulavirales		Inoviridae		Restivirus		Restivirus RSS1	A	Ralstonia phage RSS-TH1	RSS-TH1		LC066596	NC_055053	Complete genome	ssDNA(+)	bacteria	1.0
AB931172.1	6386.0	Monodnaviria		Loebvirae		Hofneiviricota		Faserviricetes		Tubulavirales		Inoviridae		Restivirus		Restivirus RSS1	A	Ralstonia phage RS611	RS611		AB931172	NC_055054	Complete genome	ssDNA(+)	bacteria	1.0
AB002632.1	8651.0	Monodnaviria		Loebvirae		Hofneiviricota		Faserviricetes		Tubulavirales		Inoviridae		Saetivirus		Saetivirus fs2	E	Vibrio phage fs2	fs2		AB002632	NC_001956	Complete genome	ssDNA	bacteria	1.0
KC357596.1	8555.0	Monodnaviria		Loebvirae		Hofneiviricota		Faserviricetes		Tubulavirales		Inoviridae		Saetivirus		Saetivirus VFJ	E	Vibrio phage VFJ	VFJ		KC357596	NC_021562	Complete genome	ssDNA	bacteria	1.0
HG315669.1	7648.0	Monodnaviria		Loebvirae		Hofneiviricota		Faserviricetes		Tubulavirales		Inoviridae		Scuticavirus		Scuticavirus SMA6	E	Stenotrophomonas phage SMA6	SMA6		HG315669	NC_043029	Complete genome	ssDNA(+)	bacteria	1.0
HM150760.1	5819.0	Monodnaviria		Loebvirae		Hofneiviricota		Faserviricetes		Tubulavirales		Inoviridae		Siphunculivirus		Siphunculivirus SHP2	E	Stenotrophomonas phage phi SHP2			HM150760	NC_015586	Complete genome	ssDNA(+)	bacteria	1.0
AM040673.1	6907.0	Monodnaviria		Loebvirae		Hofneiviricota		Faserviricetes		Tubulavirales		Inoviridae		Staminivirus		Staminivirus SMA9	E	Stenotrophomonas phage SMA9	SMA9		AM040673	NC_007189	Complete genome	ssDNA(+)	bacteria	1.0
HG007973.1	7069.0	Monodnaviria		Loebvirae		Hofneiviricota		Faserviricetes		Tubulavirales		Inoviridae		Subteminivirus		Subteminivirus SMA7	E	Stenotrophomonas phage SMA7	SMA7		HG007973	NC_021569	Complete genome	ssDNA(+)	bacteria	1.0
MN200778.1	6117.0	Monodnaviria		Loebvirae		Hofneiviricota		Faserviricetes		Tubulavirales		Inoviridae		Vasivirus		Vasivirus VAI	E	Vibrio phage VAI1			MN200778		Complete genome	ssDNA(+)	bacteria	1.0
MN719123.1	8529.0	Monodnaviria		Loebvirae		Hofneiviricota		Faserviricetes		Tubulavirales		Inoviridae		Versovirus		Versovirus VALG6	E	Vibrio phage VALG_phi6			MN719123		Complete genome	ssDNA(+)	bacteria	1.0
AB043678.1	8784.0	Monodnaviria		Loebvirae		Hofneiviricota		Faserviricetes		Tubulavirales		Inoviridae		Versovirus		Versovirus VfO3K6	E	Vibrio phage VfO3K6	VfO3K6		AB043678	NC_002362	Complete genome	ssDNA(+)	bacteria	1.0
AB043679.1	6891.0	Monodnaviria		Loebvirae		Hofneiviricota		Faserviricetes		Tubulavirales		Inoviridae		Versovirus		Versovirus VfO3K6	A	Vibrio phage VfO4K68	VfO4K68		AB043679	NC_002363	Complete genome	ssDNA(+)	bacteria	1.0
JN848801.1	7103.0	Monodnaviria		Loebvirae		Hofneiviricota		Faserviricetes		Tubulavirales		Inoviridae		Vicialiavirus		Vicialiavirus VCY	E	Vibrio phage VCY	VCY		JN848801	NC_016162	Complete genome	ssDNA(+)	bacteria	1.0
MN690600.1	7311.0	Monodnaviria		Loebvirae		Hofneiviricota		Faserviricetes		Tubulavirales		Inoviridae		Villovirus		Villovirus VALG8	E	Vibrio phage VALG_phi8			MN690600		Complete genome	ssDNA(+)	bacteria	1.0
AB012573.1	7965.0	Monodnaviria		Loebvirae		Hofneiviricota		Faserviricetes		Tubulavirales		Inoviridae		Villovirus		Villovirus Vf33	E	Vibrio phage Vf33	Vf33		AB012573	NC_005948	Complete genome	ssDNA(+)	bacteria	1.0
AB012574.1	7965.0	Monodnaviria		Loebvirae		Hofneiviricota		Faserviricetes		Tubulavirales		Inoviridae		Villovirus		Villovirus Vf33	A	Vibrio phage Vf12	Vf12		AB012574	NC_005949	Complete genome	ssDNA(+)	bacteria	1.0
MN335248.1	7045.0	Monodnaviria		Loebvirae		Hofneiviricota		Faserviricetes		Tubulavirales		Inoviridae		Xylivirus		Xylivirus XacF13	E	Vibrio phage XacF13			MN335248	NC_062737	Complete genome	ssDNA(+)	bacteria	1.0
KX181651.1	7190.0	Monodnaviria		Loebvirae		Hofneiviricota		Faserviricetes		Tubulavirales		Inoviridae		Xylivirus		Xylivirus Xf109	E	Xanthomonas phage Xf109	Xf109		KX181651	NC_043028	Complete genome	ssDNA(+)	bacteria	1.0
KY853667.1	8280.0	Monodnaviria		Loebvirae		Hofneiviricota		Faserviricetes		Tubulavirales		Inoviridae		Xylivirus		Xylivirus Xf109	A	Xanthomonas phage Xf409	Xf409		KY853667	NC_055055	Complete genome	ssDNA(+)	bacteria	1.0
AF428260.1	5804.0	Monodnaviria		Loebvirae		Hofneiviricota		Faserviricetes		Tubulavirales		Paulinoviridae		Bifilivirus		Bifilivirus B5	E	Propionibacterium phage B5			AF428260	NC_003460	Complete genome	ssDNA(+)	bacteria	1.0
LC035386.1	5688.0	Monodnaviria		Loebvirae		Hofneiviricota		Faserviricetes		Tubulavirales		Paulinoviridae		Thomixvirus		Thomixvirus OH3	E	Thermus phage OH3			LC035386	NC_045425	Complete genome	ssDNA(+)	bacteria	1.0
AF133242.2	6825.0	Monodnaviria		Loebvirae		Hofneiviricota		Faserviricetes		Tubulavirales		Plectroviridae		Suturavirus		Suturavirus SVTS2	E	Spiroplasma phage SVTS2			AF133242	NC_001270	Complete genome	ssDNA(+)	bacteria	1.0
EF506570.1	7870.0	Monodnaviria		Loebvirae		Hofneiviricota		Faserviricetes		Tubulavirales		Plectroviridae		Vespertiliovirus		Vespertiliovirus SkV1CR23x	E	Spiroplasma phage SkV1CR23x			EF506570	NC_009987	Complete genome	ssDNA(+)	bacteria	1.0
AJ969242.1	7878.0	Monodnaviria		Loebvirae		Hofneiviricota		Faserviricetes		Tubulavirales		Plectroviridae		Virgulavirus		Virgulavirus SVGII3	E	Spiroplama phage SVGII3			AJ969242		Complete genome	ssDNA(+)	bacteria	1.0
DQ079870.1	6068.0	Monodnaviria		Sangervirae		Phixviricota		Malgrandaviricetes		Petitvirales		Microviridae	Bullavirinae	Alphatrevirus		Alphatrevirus ID21	E	Escherichia phage ID21			DQ079870	NC_007818	Complete genome	ssDNA	bacteria	1.0
DQ079871.1	6071.0	Monodnaviria		Sangervirae		Phixviricota		Malgrandaviricetes		Petitvirales		Microviridae	Bullavirinae	Alphatrevirus		Alphatrevirus ID32	E	Escherichia phage ID32			DQ079871	NC_007819	Complete genome	ssDNA	bacteria	1.0
DQ079876.1	6051.0	Monodnaviria		Sangervirae		Phixviricota		Malgrandaviricetes		Petitvirales		Microviridae	Bullavirinae	Alphatrevirus		Alphatrevirus ID62	E	Escherichia phage ID62			DQ079876	NC_007824	Complete genome	ssDNA	bacteria	1.0
DQ079875.1	6065.0	Monodnaviria		Sangervirae		Phixviricota		Malgrandaviricetes		Petitvirales		Microviridae	Bullavirinae	Alphatrevirus		Alphatrevirus NC28	E	Escherichia phage NC28			DQ079875	NC_007823	Complete genome	ssDNA	bacteria	1.0
DQ079879.1	6259.0	Monodnaviria		Sangervirae		Phixviricota		Malgrandaviricetes		Petitvirales		Microviridae	Bullavirinae	Alphatrevirus		Alphatrevirus NC29	E	Escherichia phage NC29			DQ079879	NC_007827	Complete genome	ssDNA	bacteria	1.0
DQ079872.1	6039.0	Monodnaviria		Sangervirae		Phixviricota		Malgrandaviricetes		Petitvirales		Microviridae	Bullavirinae	Alphatrevirus		Alphatrevirus NC35	E	Escherichia phage NC35			DQ079872	NC_007820	Complete genome	ssDNA	bacteria	1.0
GQ149088.1	6094.0	Monodnaviria		Sangervirae		Phixviricota		Malgrandaviricetes		Petitvirales		Microviridae	Bullavirinae	Alphatrevirus		Alphatrevirus St1	E	Escherichia phage St-1			GQ149088	NC_012868	Complete genome	ssDNA	bacteria	1.0
DQ079874.1	6068.0	Monodnaviria		Sangervirae		Phixviricota		Malgrandaviricetes		Petitvirales		Microviridae	Bullavirinae	Alphatrevirus		Alphatrevirus WA45	E	Escherichia phage WA45			DQ079874	NC_007822	Complete genome	ssDNA	bacteria	1.0
DQ079877.1	5538.0	Monodnaviria		Sangervirae		Phixviricota		Malgrandaviricetes		Petitvirales		Microviridae	Bullavirinae	Gequatrovirus		Gequatrovirus ID52	E	Escherichia phage ID52			DQ079877	NC_007825	Complete genome	ssDNA	bacteria	1.0
DQ079869.1	5486.0	Monodnaviria		Sangervirae		Phixviricota		Malgrandaviricetes		Petitvirales		Microviridae	Bullavirinae	Gequatrovirus		Gequatrovirus talmos	E	Escherichia phage ID2 Moscow/ID/2001			DQ079869	NC_007817	Complete genome	ssDNA	bacteria	1.0
AF306496.1	4594.0	Monodnaviria		Sangervirae		Phixviricota		Malgrandaviricetes		Petitvirales		Microviridae	Gokushovirinae	Bdellomicrovirus		Bdellomicrovirus MH2K	E	Bdellovibrio phage phiMH2K			AF306496	NC_002643	Complete genome	ssDNA	bacteria	1.0
AJ270057.1	4563.0	Monodnaviria		Sangervirae		Phixviricota		Malgrandaviricetes		Petitvirales		Microviridae	Gokushovirinae	Chlamydiamicrovirus		Chlamydiamicrovirus Chp2	E	Chlamydia phage 2			AJ270057	NC_002194	Complete genome	ssDNA	bacteria	1.0
AE002163.1	4532.0	Monodnaviria		Sangervirae		Phixviricota		Malgrandaviricetes		Petitvirales		Microviridae	Gokushovirinae	Chlamydiamicrovirus		Chlamydiamicrovirus CPAR39	E	Chlamydia phage phiCPAR39			AE002163	NC_002180	Complete genome	ssDNA	bacteria	1.0
MT185428.1	4526.0	Monodnaviria		Sangervirae		Phixviricota		Malgrandaviricetes		Petitvirales		Microviridae	Gokushovirinae	Enterogokushovirus		Enterogokushovirus EC6098	E	Escherichia phage EC6098			MT185428	NC_048874	Complete coding genome	ssDNA(+)	bacteria	1.0
AB972940.1	5040.0	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus acelebensis	E	bat polyomavirus 5b2	BatPyV5b-2	5b-2	AB972940	NC_038554	Complete genome	dsDNA	vertebrates	1.0
MG654476.1	5327.0	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus aflavicollis	E	Apodemus flavicollis polyomavirus 1	AflaPyV1	3349	MG654476	NC_055556	Complete genome	dsDNA	vertebrates	1.0
JX159987.1	5273.0	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus apaniscus	E	Ateles paniscus polyomavirus 1	ApanPyV1	1960	JX159987	NC_019853	Complete genome	dsDNA	vertebrates	1.0
MK671087.1	5112.0	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus callosciuri	E	Callosciurus erythraeus polyomavirus 1	CeryPyV1	10239_CE449D	MK671087	NC_055575	Complete genome	dsDNA	vertebrates	1.0
JX520659.1	5372.0	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus cardiodermae	E	Cardioderma polyomavirus	CardiodermaPyV	KY336	JX520659	NC_020067	Complete genome	dsDNA	vertebrates	1.0
JQ958889.1	5352.0	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus carolliae	E	bat polyomavirus 4b	BatPyV4b	C1109	JQ958889	NC_028120	Complete genome	dsDNA	vertebrates	1.0
AB767298.1	5157.0	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus chlopygerythrus	E	vervet monkey polyomavirus 1	VmPyV1	VMS96	AB767298	NC_019844	Complete genome	dsDNA	vertebrates	1.0
AB972945.1	5075.0	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus dobsoniae	E	bat polyomavirus 5a	BatPyV5a	5a	AB972945	NC_026768	Complete genome	dsDNA	vertebrates	1.0
JX520660.1	5294.0	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus eidoli	E	Eidolon polyomavirus 1	EidolonPyV	KY270	JX520660	NC_020068	Complete genome	dsDNA	vertebrates	1.0
HQ385752.1	5300.0	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus gorillae	E	Gorilla gorilla gorilla polyomavirus 1	GgorgPyV1	5766	HQ385752	NC_025380	Complete genome	dsDNA	vertebrates	1.0
JX159986.1	5087.0	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus macacae	E	Macaca fascicularis polyomavirus 1	MfasPyV1	2085	JX159986	NC_019851	Complete genome	dsDNA	vertebrates	1.0
