qseqid_ID,sseqid_ID,conserved_AA_#,qseqid_genome_length,sseqid_genome_length,length,Class,Exemplar or additional isolate,Family,Genome composition,Genome coverage,Genus,Host source,Kingdom,Order,Phylum,Realm,Species,Subclass,Subfamily,Subgenus,Subkingdom,Suborder,Subphylum,Subrealm,Virus GENBANK accession,Virus REFSEQ accession,Virus isolate designation,Virus name abbreviation(s),Virus name(s),bitscore,definition,evalue,gapopen,genome_ncbi_acc,mismatch,pident,protein_length,qend,qseqid,qstart,send,sseqid,sstart,virus
AT10B_S2_NODE_1_length_122269_cov_11,QDH93899.1,73.032,103329.0,132977.0,102.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus evy,,Boydwoodruffvirinae,,,,,,MK977711,NC_055809,,,Streptomyces phage Evy,143.0,hypothetical protein SEA_EVY_31,5.53e-45,1,MK977711.1,26,71.6,106.0,102,AT10B_S2_NODE_1_length_122269_cov_11.242561_158,4,106,QDH93899.1,5,Streptomyces phage Evy
AT10B_S2_NODE_1_length_122269_cov_11,QDH93897.1,31.996999999999996,103329.0,132977.0,49.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus evy,,Boydwoodruffvirinae,,,,,,MK977711,NC_055809,,,Streptomyces phage Evy,57.0,hypothetical protein SEA_EVY_29,2.71e-12,0,MK977711.1,17,65.3,55.0,51,AT10B_S2_NODE_1_length_122269_cov_11.242561_156,3,53,QDH93897.1,5,Streptomyces phage Evy
AT10B_S2_NODE_1_length_122269_cov_11,QDH93894.1,169.92600000000002,103329.0,132977.0,223.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus evy,,Boydwoodruffvirinae,,,,,,MK977711,NC_055809,,,Streptomyces phage Evy,358.0,ThyX-like thymidylate synthase,4.9499999999999994e-126,0,MK977711.1,53,76.2,229.0,226,AT10B_S2_NODE_1_length_122269_cov_11.242561_153,4,225,QDH93894.1,3,Streptomyces phage Evy
AT10B_S2_NODE_1_length_122269_cov_11,QDH93893.1,47.98800000000001,103329.0,132977.0,62.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus evy,,Boydwoodruffvirinae,,,,,,MK977711,NC_055809,,,Streptomyces phage Evy,104.0,hypothetical protein SEA_EVY_24,1.8599999999999997e-30,0,MK977711.1,14,77.4,75.0,75,AT10B_S2_NODE_1_length_122269_cov_11.242561_152,14,69,QDH93893.1,8,Streptomyces phage Evy
AT10B_S2_NODE_1_length_122269_cov_11,QDH93892.1,111.07,103329.0,132977.0,145.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus evy,,Boydwoodruffvirinae,,,,,,MK977711,NC_055809,,,Streptomyces phage Evy,236.0,HNH endonuclease,1.01e-80,0,MK977711.1,34,76.6,145.0,145,AT10B_S2_NODE_1_length_122269_cov_11.242561_151,1,145,QDH93892.1,1,Streptomyces phage Evy
AT10B_S2_NODE_1_length_122269_cov_11,QDH93891.1,36.989,103329.0,132977.0,47.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus evy,,Boydwoodruffvirinae,,,,,,MK977711,NC_055809,,,Streptomyces phage Evy,80.5,hypothetical protein SEA_EVY_22,3.3200000000000002e-21,0,MK977711.1,10,78.7,47.0,81,AT10B_S2_NODE_1_length_122269_cov_11.242561_150,35,47,QDH93891.1,1,Streptomyces phage Evy
AT10B_S2_NODE_1_length_122269_cov_11,QDH93890.1,62.016000000000005,103329.0,132977.0,68.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus evy,,Boydwoodruffvirinae,,,,,,MK977711,NC_055809,,,Streptomyces phage Evy,126.0,hypothetical protein SEA_EVY_21,1.95e-39,0,MK977711.1,6,91.2,73.0,69,AT10B_S2_NODE_1_length_122269_cov_11.242561_149,2,71,QDH93890.1,4,Streptomyces phage Evy
AT10B_S2_NODE_1_length_122269_cov_11,QDH93889.1,82.012,103329.0,132977.0,101.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus evy,,Boydwoodruffvirinae,,,,,,MK977711,NC_055809,,,Streptomyces phage Evy,184.0,hypothetical protein SEA_EVY_20,3.74e-61,0,MK977711.1,19,81.2,104.0,103,AT10B_S2_NODE_1_length_122269_cov_11.242561_148,3,104,QDH93889.1,4,Streptomyces phage Evy
AT10B_S2_NODE_1_length_122269_cov_11,QDH93884.1,58.962,103329.0,132977.0,93.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus evy,,Boydwoodruffvirinae,,,,,,MK977711,NC_055809,,,Streptomyces phage Evy,136.0,hypothetical protein SEA_EVY_15,1.0099999999999999e-42,0,MK977711.1,34,63.4,93.0,93,AT10B_S2_NODE_1_length_122269_cov_11.242561_144,1,93,QDH93884.1,1,Streptomyces phage Evy
AT10B_S2_NODE_1_length_122269_cov_11,QDH93882.1,42.978,103329.0,132977.0,87.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus evy,,Boydwoodruffvirinae,,,,,,MK977711,NC_055809,,,Streptomyces phage Evy,85.5,hypothetical protein SEA_EVY_13,1.37e-22,0,MK977711.1,44,49.4,90.0,87,AT10B_S2_NODE_1_length_122269_cov_11.242561_141,1,87,QDH93882.1,1,Streptomyces phage Evy
AT10B_S2_NODE_1_length_122269_cov_11,QDH93881.1,77.0,103329.0,132977.0,100.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus evy,,Boydwoodruffvirinae,,,,,,MK977711,NC_055809,,,Streptomyces phage Evy,162.0,ParB-like nuclease domain protein,1.3799999999999999e-52,1,MK977711.1,22,77.0,100.0,99,AT10B_S2_NODE_1_length_122269_cov_11.242561_140,1,100,QDH93881.1,1,Streptomyces phage Evy
AT10B_S2_NODE_1_length_122269_cov_11,QDH93879.1,79.992,103329.0,132977.0,101.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus evy,,Boydwoodruffvirinae,,,,,,MK977711,NC_055809,,,Streptomyces phage Evy,158.0,ParB-like nuclease domain protein,3.65e-51,0,MK977711.1,21,79.2,101.0,101,AT10B_S2_NODE_1_length_122269_cov_11.242561_139,1,101,QDH93879.1,1,Streptomyces phage Evy
AT10B_S2_NODE_1_length_122269_cov_11,QDH93878.1,21.996,103329.0,132977.0,26.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus evy,,Boydwoodruffvirinae,,,,,,MK977711,NC_055809,,,Streptomyces phage Evy,62.8,hypothetical protein SEA_EVY_9,3.97e-14,0,MK977711.1,4,84.6,37.0,91,AT10B_S2_NODE_1_length_122269_cov_11.242561_138,66,37,QDH93878.1,12,Streptomyces phage Evy
AT10B_S2_NODE_1_length_122269_cov_11,QDH93877.1,183.0,103329.0,132977.0,244.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus evy,,Boydwoodruffvirinae,,,,,,MK977711,NC_055809,,,Streptomyces phage Evy,384.0,hypothetical protein SEA_EVY_8,7.27e-136,0,MK977711.1,61,75.0,244.0,244,AT10B_S2_NODE_1_length_122269_cov_11.242561_137,1,244,QDH93877.1,1,Streptomyces phage Evy
AT10B_S2_NODE_1_length_122269_cov_11,QDH93876.1,119.024,103329.0,132977.0,172.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus evy,,Boydwoodruffvirinae,,,,,,MK977711,NC_055809,,,Streptomyces phage Evy,203.0,Lsr2-like DNA bridging protein,9.51e-67,2,MK977711.1,51,69.2,173.0,173,AT10B_S2_NODE_1_length_122269_cov_11.242561_136,2,173,QDH93876.1,4,Streptomyces phage Evy
AT10B_S2_NODE_1_length_122269_cov_11,QDH93875.1,43.007999999999996,103329.0,132977.0,48.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus evy,,Boydwoodruffvirinae,,,,,,MK977711,NC_055809,,,Streptomyces phage Evy,91.3,hypothetical protein SEA_EVY_6,6.52e-26,0,MK977711.1,5,89.6,55.0,49,AT10B_S2_NODE_1_length_122269_cov_11.242561_135,2,50,QDH93875.1,3,Streptomyces phage Evy
AT10B_S2_NODE_1_length_122269_cov_11,QDH93874.1,78.00300000000001,103329.0,132977.0,107.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus evy,,Boydwoodruffvirinae,,,,,,MK977711,NC_055809,,,Streptomyces phage Evy,160.0,hypothetical protein SEA_EVY_5,1.83e-51,0,MK977711.1,29,72.9,111.0,107,AT10B_S2_NODE_1_length_122269_cov_11.242561_134,1,107,QDH93874.1,1,Streptomyces phage Evy
AT10B_S2_NODE_1_length_122269_cov_11,QDH93873.1,61.056,103329.0,132977.0,144.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus evy,,Boydwoodruffvirinae,,,,,,MK977711,NC_055809,,,Streptomyces phage Evy,102.0,hypothetical protein SEA_EVY_4,6.08e-28,1,MK977711.1,75,42.4,146.0,136,AT10B_S2_NODE_1_length_122269_cov_11.242561_133,1,144,QDH93873.1,1,Streptomyces phage Evy
AT10B_S2_NODE_1_length_122269_cov_11,QDH93872.1,70.0,103329.0,132977.0,112.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus evy,,Boydwoodruffvirinae,,,,,,MK977711,NC_055809,,,Streptomyces phage Evy,135.0,hypothetical protein SEA_EVY_3,3.0899999999999998e-40,1,MK977711.1,39,62.5,155.0,157,AT10B_S2_NODE_1_length_122269_cov_11.242561_132,49,155,QDH93872.1,44,Streptomyces phage Evy
AT10B_S2_NODE_1_length_122269_cov_11,QDH93871.1,278.88,103329.0,132977.0,336.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus evy,,Boydwoodruffvirinae,,,,,,MK977711,NC_055809,,,Streptomyces phage Evy,547.0,hypothetical protein SEA_EVY_2,1.6899999999999998e-197,2,MK977711.1,50,83.0,337.0,329,AT10B_S2_NODE_1_length_122269_cov_11.242561_131,1,336,QDH93871.1,1,Streptomyces phage Evy
AT10B_S2_NODE_1_length_122269_cov_11,QDH91726.1,72.96,103329.0,136361.0,120.0,Caudoviricetes,E,,dsDNA,Complete genome,Phrappuccinovirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Phreappuccinovirus Phrappuccino,,,,,,,,MK937592,NC_054727,,,Mycobacterium phage Phrappuccino,153.0,hypothetical protein SEA_PHRAPPUCCINO_51,2.8e-48,1,MK937592.1,45,60.8,131.0,130,AT10B_S2_NODE_1_length_122269_cov_11.242561_37,11,131,QDH91726.1,14,Mycobacterium phage Phrappuccino
AT10B_S2_NODE_1_length_122269_cov_11,QDH85100.1,35.035000000000004,103329.0,43143.0,91.0,Caudoviricetes,E,,dsDNA,Complete genome,Dardanusvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Dardanusvirus dardanus,,Ruthgordonvirinae,,,,,,MN010758,NC_054435,,,Gordonia phage Dardanus,63.2,hypothetical protein SEA_DARDANUS_63,1.07e-12,2,MN010758.1,46,38.5,122.0,98,AT10B_S2_NODE_1_length_122269_cov_11.242561_43,8,81,QDH85100.1,1,Gordonia phage Dardanus
AT10B_S2_NODE_1_length_122269_cov_11,QDF18558.1,71.91199999999999,103329.0,150830.0,178.0,Caudoviricetes,E,,dsDNA,Complete genome,Puppervirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Puppervirus Pupper,,,,,,,,MK977695,NC_054723,,,Gordonia phage Pupper,123.0,DnaQ-like DNA polymerase III subunit,7.930000000000001e-35,5,MK977695.1,91,40.4,187.0,176,AT10B_S2_NODE_1_length_122269_cov_11.242561_69,2,169,QDF18558.1,4,Gordonia phage Pupper
AT10B_S2_NODE_1_length_122269_cov_11,QBZ72867.1,128.01,103329.0,18251.0,251.0,Tectiliviricetes,E,Tectiviridae,dsDNA,Complete genome,Deltatectivirus,bacteria,Bamfordvirae,Kalamavirales,Preplasmiviricota,Varidnaviria,Deltatectivirus forthebois,,,,,,,,MK620900,NC_055059,,,Streptomyces phage Forthebois,227.0,LysM-like endolysin,1.0100000000000001e-72,5,MK620900.1,110,51.0,258.0,242,AT10B_S2_NODE_1_length_122269_cov_11.242561_170,1,247,QBZ72867.1,1,Streptomyces phage Forthebois
AT10B_S2_NODE_1_length_122269_cov_11,QBZ72764.1,33.033,103329.0,122563.0,77.0,Caudoviricetes,E,,dsDNA,Complete genome,Godonkavirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Godonkavirus godonK,,,,,,,,MK620899,NC_048176,,,Gordonia phage GodonK,75.9,hypothetical protein SEA_GODONK_176,8.21e-19,0,MK620899.1,44,42.9,91.0,84,AT10B_S2_NODE_1_length_122269_cov_11.242561_74,8,89,QBZ72764.1,13,Gordonia phage GodonK
AT10B_S2_NODE_1_length_122269_cov_11,QBQ81157.1,34.048,103329.0,120120.0,112.0,Caudoviricetes,E,Demerecviridae,dsDNA,Complete genome,Tequintavirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Tequintavirus HdH2,,Markadamsvirinae,,,,,,MK373796,NC_048748,,,Escherichia phage vB_EcoS_HdH2,66.2,putative endonuclease,1.66e-13,3,MK373796.1,68,30.4,130.0,162,AT10B_S2_NODE_1_length_122269_cov_11.242561_47,61,129,QBQ81157.1,18,Escherichia phage vB_EcoS_HdH2
AT10B_S2_NODE_1_length_122269_cov_11,QBQ80209.1,53.966,103329.0,151194.0,242.0,Caudoviricetes,E,,dsDNA,Complete genome,Phapecoctavirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Escherichia virus Schickermooser,,Stephanstirmvirinae,,,,,,MK373788,NC_048196,,,Escherichia phage vB_EcoM_Schickermooser,50.8,putative NAD-dependent protein deacetylase,1.18e-06,6,MK373788.1,154,22.3,271.0,214,AT10B_S2_NODE_1_length_122269_cov_11.242561_93,3,242,QBQ80209.1,5,Escherichia phage vB_EcoM_Schickermooser
AT10B_S2_NODE_1_length_122269_cov_11,QBP31025.1,59.983000000000004,103329.0,135653.0,77.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus egole,,Boydwoodruffvirinae,,,,,,MK494112,NC_055791,,,Streptomyces phage Egole,122.0,hypothetical protein SEA_EGOLE_181,9.799999999999999e-38,1,MK494112.1,16,77.9,77.0,76,AT10B_S2_NODE_1_length_122269_cov_11.242561_68,1,77,QBP31025.1,1,Streptomyces phage EGole
AT10B_S2_NODE_1_length_122269_cov_11,QBP31023.1,40.986000000000004,103329.0,135653.0,54.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus egole,,Boydwoodruffvirinae,,,,,,MK494112,NC_055791,,,Streptomyces phage Egole,84.7,hypothetical protein SEA_EGOLE_156,2.97e-23,0,MK494112.1,13,75.9,54.0,54,AT10B_S2_NODE_1_length_122269_cov_11.242561_55,1,54,QBP31023.1,1,Streptomyces phage EGole
AT10B_S2_NODE_1_length_122269_cov_11,QBP31022.1,34.97,103329.0,135653.0,65.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus egole,,Boydwoodruffvirinae,,,,,,MK494112,NC_055791,,,Streptomyces phage Egole,57.0,hypothetical protein SEA_EGOLE_150,6.37e-12,3,MK494112.1,25,53.8,66.0,68,AT10B_S2_NODE_1_length_122269_cov_11.242561_52,9,65,QBP31022.1,1,Streptomyces phage EGole
AT10B_S2_NODE_1_length_122269_cov_11,QBP31020.1,39.006,103329.0,135653.0,99.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus egole,,Boydwoodruffvirinae,,,,,,MK494112,NC_055791,,,Streptomyces phage Egole,63.9,hypothetical protein SEA_EGOLE_125,4.31e-13,4,MK494112.1,55,39.4,116.0,135,AT10B_S2_NODE_1_length_122269_cov_11.242561_112,39,107,QBP31020.1,12,Streptomyces phage EGole
AT10B_S2_NODE_1_length_122269_cov_11,QBP31016.1,95.00600000000001,103329.0,135653.0,134.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus egole,,Boydwoodruffvirinae,,,,,,MK494112,NC_055791,,,Streptomyces phage Egole,200.0,HNH endonuclease,3.9100000000000004e-66,1,MK494112.1,38,70.9,153.0,142,AT10B_S2_NODE_1_length_122269_cov_11.242561_151,9,150,QBP31016.1,18,Streptomyces phage EGole
AT10B_S2_NODE_1_length_122269_cov_11,QBP31015.1,36.018,103329.0,135653.0,46.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus egole,,Boydwoodruffvirinae,,,,,,MK494112,NC_055791,,,Streptomyces phage Egole,75.9,hypothetical protein SEA_EGOLE_275,2.29e-19,0,MK494112.1,10,78.3,48.0,81,AT10B_S2_NODE_1_length_122269_cov_11.242561_150,36,48,QBP31015.1,3,Streptomyces phage EGole
AT10B_S2_NODE_1_length_122269_cov_11,QBP31014.1,59.024,103329.0,135653.0,68.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus egole,,Boydwoodruffvirinae,,,,,,MK494112,NC_055791,,,Streptomyces phage Egole,121.0,hypothetical protein SEA_EGOLE_274,1.73e-37,0,MK494112.1,9,86.8,70.0,69,AT10B_S2_NODE_1_length_122269_cov_11.242561_149,2,70,QBP31014.1,3,Streptomyces phage EGole
AT10B_S2_NODE_1_length_122269_cov_11,QBP31013.1,79.001,103329.0,135653.0,103.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus egole,,Boydwoodruffvirinae,,,,,,MK494112,NC_055791,,,Streptomyces phage Egole,185.0,hypothetical protein SEA_EGOLE_273,8.89e-62,0,MK494112.1,24,76.7,103.0,103,AT10B_S2_NODE_1_length_122269_cov_11.242561_148,1,103,QBP31013.1,1,Streptomyces phage EGole
AT10B_S2_NODE_1_length_122269_cov_11,QBP31012.1,86.00800000000001,103329.0,135653.0,104.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus egole,,Boydwoodruffvirinae,,,,,,MK494112,NC_055791,,,Streptomyces phage Egole,190.0,hypothetical protein SEA_EGOLE_272,9.94e-64,0,MK494112.1,18,82.7,104.0,104,AT10B_S2_NODE_1_length_122269_cov_11.242561_147,1,104,QBP31012.1,1,Streptomyces phage EGole
AT10B_S2_NODE_1_length_122269_cov_11,QBP31006.1,44.022,103329.0,135653.0,87.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus egole,,Boydwoodruffvirinae,,,,,,MK494112,NC_055791,,,Streptomyces phage Egole,87.4,hypothetical protein SEA_EGOLE_266,2.38e-23,0,MK494112.1,43,50.6,90.0,87,AT10B_S2_NODE_1_length_122269_cov_11.242561_141,1,87,QBP31006.1,1,Streptomyces phage EGole
AT10B_S2_NODE_1_length_122269_cov_11,QBP31005.1,28.0,103329.0,135653.0,80.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus egole,,Boydwoodruffvirinae,,,,,,MK494112,NC_055791,,,Streptomyces phage Egole,44.3,ParB-like nuclease domain protein,4.31e-06,2,MK494112.1,49,35.0,107.0,77,AT10B_S2_NODE_1_length_122269_cov_11.242561_139,1,80,QBP31005.1,1,Streptomyces phage EGole
AT10B_S2_NODE_1_length_122269_cov_11,QBP31003.1,78.982,103329.0,135653.0,101.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus egole,,Boydwoodruffvirinae,,,,,,MK494112,NC_055791,,,Streptomyces phage Egole,156.0,ParB-like nuclease domain protein,2.11e-50,0,MK494112.1,22,78.2,101.0,101,AT10B_S2_NODE_1_length_122269_cov_11.242561_139,1,101,QBP31003.1,1,Streptomyces phage EGole
AT10B_S2_NODE_1_length_122269_cov_11,QBP31002.1,165.969,103329.0,135653.0,243.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus egole,,Boydwoodruffvirinae,,,,,,MK494112,NC_055791,,,Streptomyces phage Egole,344.0,hypothetical protein SEA_EGOLE_262,3.49e-120,1,MK494112.1,76,68.3,244.0,244,AT10B_S2_NODE_1_length_122269_cov_11.242561_137,2,244,QBP31002.1,3,Streptomyces phage EGole
AT10B_S2_NODE_1_length_122269_cov_11,QBP31001.1,120.06200000000001,103329.0,135653.0,173.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus egole,,Boydwoodruffvirinae,,,,,,MK494112,NC_055791,,,Streptomyces phage Egole,206.0,Lsr2-like DNA bridging protein,5.589999999999999e-68,3,MK494112.1,50,69.4,172.0,173,AT10B_S2_NODE_1_length_122269_cov_11.242561_136,1,172,QBP31001.1,3,Streptomyces phage EGole
AT10B_S2_NODE_1_length_122269_cov_11,QBP31000.1,44.001999999999995,103329.0,135653.0,49.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus egole,,Boydwoodruffvirinae,,,,,,MK494112,NC_055791,,,Streptomyces phage Egole,94.4,hypothetical protein SEA_EGOLE_260,3.8200000000000005e-27,0,MK494112.1,5,89.8,54.0,49,AT10B_S2_NODE_1_length_122269_cov_11.242561_135,1,49,QBP31000.1,1,Streptomyces phage EGole
AT10B_S2_NODE_1_length_122269_cov_11,QBP30999.1,72.036,103329.0,135653.0,92.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus egole,,Boydwoodruffvirinae,,,,,,MK494112,NC_055791,,,Streptomyces phage Egole,150.0,hypothetical protein SEA_EGOLE_259,7.44e-48,0,MK494112.1,20,78.3,96.0,107,AT10B_S2_NODE_1_length_122269_cov_11.242561_134,16,92,QBP30999.1,1,Streptomyces phage EGole
AT10B_S2_NODE_1_length_122269_cov_11,QBP30998.1,60.048,103329.0,135653.0,144.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus egole,,Boydwoodruffvirinae,,,,,,MK494112,NC_055791,,,Streptomyces phage Egole,103.0,hypothetical protein SEA_EGOLE_258,4.29e-28,1,MK494112.1,76,41.7,146.0,136,AT10B_S2_NODE_1_length_122269_cov_11.242561_133,1,144,QBP30998.1,1,Streptomyces phage EGole
AT10B_S2_NODE_1_length_122269_cov_11,QBP30997.1,49.028000000000006,103329.0,135653.0,103.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus egole,,Boydwoodruffvirinae,,,,,,MK494112,NC_055791,,,Streptomyces phage Egole,95.5,hypothetical protein SEA_EGOLE_257,8.34e-25,1,MK494112.1,52,47.6,146.0,148,AT10B_S2_NODE_1_length_122269_cov_11.242561_132,46,145,QBP30997.1,45,Streptomyces phage EGole
AT10B_S2_NODE_1_length_122269_cov_11,QBP30996.1,273.168,103329.0,135653.0,336.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus egole,,Boydwoodruffvirinae,,,,,,MK494112,NC_055791,,,Streptomyces phage Egole,542.0,hypothetical protein SEA_EGOLE_256,1.3500000000000001e-194,1,MK494112.1,56,81.3,386.0,329,AT10B_S2_NODE_1_length_122269_cov_11.242561_131,1,385,QBP30996.1,50,Streptomyces phage EGole
AT10B_S2_NODE_1_length_122269_cov_11,QBP30994.1,62.00800000000001,103329.0,135653.0,92.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus egole,,Boydwoodruffvirinae,,,,,,MK494112,NC_055791,,,Streptomyces phage Egole,134.0,hypothetical protein SEA_EGOLE_254,9.759999999999999e-42,1,MK494112.1,27,67.4,92.0,89,AT10B_S2_NODE_1_length_122269_cov_11.242561_128,1,92,QBP30994.1,1,Streptomyces phage EGole
AT10B_S2_NODE_1_length_122269_cov_11,QBP30993.1,62.010000000000005,103329.0,135653.0,78.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus egole,,Boydwoodruffvirinae,,,,,,MK494112,NC_055791,,,Streptomyces phage Egole,133.0,hypothetical protein SEA_EGOLE_253,8.319999999999999e-42,0,MK494112.1,16,79.5,78.0,78,AT10B_S2_NODE_1_length_122269_cov_11.242561_127,1,78,QBP30993.1,1,Streptomyces phage EGole
AT10B_S2_NODE_1_length_122269_cov_11,QBP30992.1,33.015,103329.0,135653.0,71.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus egole,,Boydwoodruffvirinae,,,,,,MK494112,NC_055791,,,Streptomyces phage Egole,74.7,hypothetical protein SEA_EGOLE_252,8.97e-19,1,MK494112.1,37,46.5,72.0,74,AT10B_S2_NODE_1_length_122269_cov_11.242561_126,4,72,QBP30992.1,3,Streptomyces phage EGole
AT10B_S2_NODE_1_length_122269_cov_11,QBP30990.1,129.03,103329.0,135653.0,165.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus egole,,Boydwoodruffvirinae,,,,,,MK494112,NC_055791,,,Streptomyces phage Egole,276.0,hypothetical protein SEA_EGOLE_250,6.51e-96,0,MK494112.1,36,78.2,166.0,165,AT10B_S2_NODE_1_length_122269_cov_11.242561_125,1,166,QBP30990.1,2,Streptomyces phage EGole
