qseqid_genome_ID,sseqid_genome_ID,sseqid_virus,distance,total_aln_length,avg_pid,avg_genome_length,qseqid_genome_length,sseqid_genome_length
JC39_S2_NODE_332_length_3128_cov_4.420436,MK376953.1,Gordonia phage Rickmore,0.987,260,51.2,31420.0,2622.0,60218.0
JC39_S2_NODE_332_length_3128_cov_4.420436,MG711463.1,Faecalibacterium phage FP_oengus,0.995,130,42.3,30506.5,2622.0,58391.0
JC39_S2_NODE_332_length_3128_cov_4.420436,MN585971.1,Gordonia phage Avazak,0.997,84,40.5,31450.0,2622.0,60278.0
JC39_S2_NODE_332_length_3128_cov_4.420436,MN284896.1,Gordonia phage OhMyWard,0.997,78,38.5,31800.0,2622.0,60978.0
JC39_S2_NODE_34_length_6209_cov_5.157459,MT708548.1,Streptomyces phage Salutena,0.991,271,32.1,28979.5,6003.0,51956.0
JC39_S2_NODE_34_length_6209_cov_5.157459,JX042579.1,Mycobacterium phage MacnCheese,0.997,84,40.5,33785.0,6003.0,61567.0
JC39_S2_NODE_358_length_3038_cov_4.379149,MG324354.1,Corynebacterium phage phi674,0.993,213,24.9,22972.0,2751.0,43193.0
JC39_S2_NODE_3764_length_1492_cov_2.791232,KU160642.1,Arthrobacter phage Circum,0.995,124,37.9,29839.5,1326.0,58353.0
JC39_S2_NODE_39_length_5656_cov_5.745046,KU963255.1,Gordonia phage Nymphadora,0.969,501,60.3,29510.0,5589.0,53431.0
JC39_S2_NODE_39_length_5656_cov_5.745046,KX557277.1,Gordonia phage Eyre,0.97,525,47.35,25259.0,5589.0,44929.0
JC39_S2_NODE_39_length_5656_cov_5.745046,KX557287.1,Gordonia phage Zirinka,0.988,246,45.1,28833.0,5589.0,52077.0
JC39_S2_NODE_39_length_5656_cov_5.745046,JN256079.1,Mycobacterium phage Charlie,0.989,314,29.3,24312.5,5589.0,43036.0
JC39_S2_NODE_3_length_15747_cov_8.676905,MG518519.1,Streptomyces phage Manuel,0.896,2242,52.167,30264.0,15351.0,45177.0
JC39_S2_NODE_3_length_15747_cov_8.676905,MG518520.1,Streptomyces phage Immanuel3,0.957,598,70.1,30722.5,15351.0,46094.0
JC39_S2_NODE_3_length_15747_cov_8.676905,MG515223.1,Streptomyces phage WRightOn,0.979,312,67.0,30286.0,15351.0,45221.0
JC39_S2_NODE_3_length_15747_cov_8.676905,MH155868.1,Streptomyces phage FlowerPower,0.982,478,43.567,30742.0,15351.0,46133.0
JC39_S2_NODE_3_length_15747_cov_8.676905,MN994275.1,Streptomyces phage JXY1,0.996,80,48.8,30368.0,15351.0,45385.0
JC39_S2_NODE_401_length_2923_cov_3.012901,KU958700,Streptomyces phage Chymera,0.98,274,47.5,18826.0,2910.0,34742.0
JC39_S2_NODE_401_length_2923_cov_3.012901,ON392165,Streptomyces phage Eastland,0.993,116,43.1,20223.0,2910.0,37536.0
JC39_S2_NODE_41_length_5612_cov_5.494691,MK279841.1,Streptomyces phage Hiyaa,0.972,1234,33.7,44179.0,5139.0,83219.0
JC39_S2_NODE_41_length_5612_cov_5.494691,MT310865.1,Streptomyces phage Bmoc,0.999,69,36.2,69012.0,5139.0,132885.0
JC39_S2_NODE_425_length_2879_cov_6.263456,MG757154.1,Streptomyces phage Bing,0.976,387,60.2,29220.5,2100.0,56341.0
JC39_S2_NODE_425_length_2879_cov_6.263456,KX670790.2,Streptomyces phage Rima,0.993,172,40.7,29134.0,2100.0,56168.0
JC39_S2_NODE_425_length_2879_cov_6.263456,MT310850.1,Gordonia phage Secretariat,0.995,91,58.2,29915.5,2100.0,57731.0
JC39_S2_NODE_4260_length_1432_cov_2.991285,MK301608.1,Vibrio virus vB_VspP_SBP1,0.997,47,80.9,39590.5,1110.0,78071.0
JC39_S2_NODE_435_length_2868_cov_3.109492,FJ168659.1,Mycobacterium phage Brujita,0.995,106,37.7,24523.0,1989.0,47057.0
JC39_S2_NODE_435_length_2868_cov_3.109492,MH443101.1,Erwinia phage vB_EhrS_59,0.996,69,46.4,24552.5,1989.0,47116.0
JC39_S2_NODE_435_length_2868_cov_3.109492,MT740730.2,Ralstonia phage Cimandef,0.997,98,33.7,28580.0,1989.0,55171.0
JC39_S2_NODE_435_length_2868_cov_3.109492,MK388689.1,Pantoea phage vB_PagM_LIET2,0.997,67,53.7,38349.5,1989.0,74710.0
JC39_S2_NODE_435_length_2868_cov_3.109492,OR001909,Pseudomonas phage 16Q,0.998,66,50.0,48308.0,1989.0,94627.0
JC39_S2_NODE_4403_length_1416_cov_2.539309,MT522000.1,Mycobacterium phage Soul22,0.996,74,44.6,28083.5,1353.0,54814.0
JC39_S2_NODE_4403_length_1416_cov_2.539309,OP434449,Microbacterium phage OscarSo,0.997,52,38.5,17392.5,1353.0,33432.0
JC39_S2_NODE_4403_length_1416_cov_2.539309,MH479913.1,Gordonia phage Fryberger,0.998,89,31.5,34293.5,1353.0,67234.0
JC39_S2_NODE_472_length_2801_cov_4.791697,OP434449,Microbacterium phage OscarSo,0.973,495,32.7,18100.5,2769.0,33432.0
JC39_S2_NODE_5013_length_1358_cov_2.881811,KU935729.1,Mycobacterium phage SkinnyPete,0.991,148,43.9,22369.0,1260.0,43478.0
JC39_S2_NODE_5013_length_1358_cov_2.881811,MW269554.1,Achromobacter phage vB_AchrS_AchV4,0.998,48,47.9,30374.5,1260.0,59489.0
JC39_S2_NODE_508_length_2759_cov_4.191568,LN681540.1,Clostridium phage phiCD506,0.99,165,34.5,17769.5,2265.0,33274.0
JC39_S2_NODE_51_length_5204_cov_2.790056,MH128984.1,Burkholderia phage vB_BmuP_KL4,0.979,721,23.2,23652.5,5055.0,42250.0
JC39_S2_NODE_51_length_5204_cov_2.790056,AY505112.1,Vibrio phage VP2,0.993,182,27.5,22454.0,5055.0,39853.0
JC39_S2_NODE_545_length_2706_cov_4.512260,KJ019091.1,Synechococcus phage ACG-2014f_Syn7803US26,0.999,178,27.5,99729.0,2616.0,196842.0
JC39_S2_NODE_5505_length_1316_cov_3.598731,OQ031075,Klebsiella phage KPP2018,0.999,49,55.1,69414.0,840.0,137988.0
JC39_S2_NODE_57_length_5009_cov_6.198627,MH399783.1,Microbacterium phage Noelani,0.99,115,32.2,11065.5,4782.0,17349.0
JC39_S2_NODE_57_length_5009_cov_6.198627,JN698997.1,Mycobacterium phage Courthouse,0.994,383,28.2,57675.5,4782.0,110569.0
JC39_S2_NODE_57_length_5009_cov_6.198627,MF197383.2,Corynebacterium phage Poushou,0.995,77,53.2,22567.5,4782.0,40353.0
JC39_S2_NODE_583_length_2657_cov_3.906226,MN062704.1,Gordonia phage JuJu,0.992,175,44.6,28215.0,2430.0,54000.0
JC39_S2_NODE_583_length_2657_cov_3.906226,MK814759,Gordonia phage Reyja,0.993,184,27.7,21965.0,2430.0,41500.0
JC39_S2_NODE_583_length_2657_cov_3.906226,MH744420,Streptomyces phage Kromp,0.997,84,38.1,30349.0,2430.0,58268.0
JC39_S2_NODE_599_length_2641_cov_3.559551,MH271301.1,Microbacterium phage Krampus,0.97,682,39.833,29689.0,2670.0,56708.0
JC39_S2_NODE_599_length_2641_cov_3.559551,PP725409,Gordonia phage Xenia2,0.996,187,25.7,35402.5,2670.0,68135.0
JC39_S2_NODE_5_length_11927_cov_12.152965,OQ938592,Arthrobacter phage VroomVroom,0.988,420,26.9,27331.5,11433.0,43230.0
JC39_S2_NODE_5_length_11927_cov_12.152965,OQ709200,Gordonia phage Tarzan,0.988,382,27.0,25990.0,11433.0,40547.0
JC39_S2_NODE_5_length_11927_cov_12.152965,KU958700,Streptomyces phage Chymera,0.992,178,34.3,23087.5,11433.0,34742.0
JC39_S2_NODE_5_length_11927_cov_12.152965,MH830339.1,Proteus phage Stubb,0.995,423,21.7,57921.5,11433.0,104410.0
JC39_S2_NODE_5_length_11927_cov_12.152965,JQ312117.1,Agrobacterium phage 7-7-1,0.995,143,43.4,40412.0,11433.0,69391.0
JC39_S2_NODE_5_length_11927_cov_12.152965,MK450433,Streptomyces phage Sebastisaurus,0.996,127,30.7,26521.0,11433.0,41609.0
JC39_S2_NODE_5_length_11927_cov_12.152965,MW291017,Streptomyces phage TurkishDelight,0.996,160,40.6,52519.5,11433.0,93606.0
JC39_S2_NODE_5_length_11927_cov_12.152965,JX182369.1,Streptomyces phage phiHau3,0.998,76,26.3,30844.0,11433.0,50255.0
JC39_S2_NODE_62_length_4881_cov_4.013262,MK279841.1,Streptomyces phage Hiyaa,0.987,649,28.8,43913.5,4608.0,83219.0
JC39_S2_NODE_62_length_4881_cov_4.013262,MF919510.1,Gordonia phage Kabluna,0.994,191,38.2,35238.5,4608.0,65869.0
JC39_S2_NODE_62_length_4881_cov_4.013262,OL539442,Serratia phage vB_SmaS_Ulliraptor,0.997,57,45.6,23330.0,4608.0,42052.0
JC39_S2_NODE_6340_length_1257_cov_8.760399,AY967407.1,Escherichia phage RB43,0.999,61,41.0,90857.5,1215.0,180500.0
JC39_S2_NODE_644_length_2588_cov_48.976707,MT497017.1,Flavobacterium phage vB_FspP_elemoA_7-9A,0.996,134,29.9,32123.5,2556.0,61691.0
JC39_S2_NODE_64_length_4790_cov_8.299472,MG518520.1,Streptomyces phage Immanuel3,0.965,514,57.65,25216.0,4338.0,46094.0
JC39_S2_NODE_64_length_4790_cov_8.299472,MG515223.1,Streptomyces phage WRightOn,0.995,127,32.3,24779.5,4338.0,45221.0
JC39_S2_NODE_64_length_4790_cov_8.299472,KU998244.1,Gordonia phage Smoothie,0.998,72,36.1,48738.5,4338.0,93139.0
JC39_S2_NODE_6588_length_1241_cov_2.951939,LT671577,Cedratvirus A11,0.999,118,43.2,295143.0,1218.0,589068.0
JC39_S2_NODE_678_length_2537_cov_5.137389,DQ398041.1,Mycobacterium phage 244,0.992,242,42.6,38362.0,2241.0,74483.0
JC39_S2_NODE_678_length_2537_cov_5.137389,KU958700,Streptomyces phage Chymera,0.994,118,33.1,18491.5,2241.0,34742.0
JC39_S2_NODE_678_length_2537_cov_5.137389,MG757153.1,Streptomyces phage BillNye,0.996,241,34.4,64662.5,2241.0,127084.0
JC39_S2_NODE_7136_length_1209_cov_7.306759,MF975637.1,Streptomyces phage Scap1,0.988,133,63.9,22088.0,1116.0,43060.0
JC39_S2_NODE_7136_length_1209_cov_7.306759,MN284896.1,Gordonia phage OhMyWard,0.993,118,58.5,31047.0,1116.0,60978.0
JC39_S2_NODE_734_length_2469_cov_32.741922,MT104475,Pseudomonas phage MR15,0.982,326,49.7,26899.0,2451.0,51347.0
JC39_S2_NODE_734_length_2469_cov_32.741922,MF612073.1,Klebsiella phage SopranoGao,0.994,115,53.0,32047.5,2451.0,61644.0
JC39_S2_NODE_734_length_2469_cov_32.741922,MF974396.1,Leptospira phage LE3,0.995,118,39.0,25369.5,2451.0,48288.0
JC39_S2_NODE_734_length_2469_cov_32.741922,KM873719.2,Flavobacterium phage FCL-2,0.995,119,31.9,24796.5,2451.0,47142.0
JC39_S2_NODE_7848_length_1173_cov_7.267442,DQ530361.1,Staphylococcus phage phiNM3,0.994,121,35.5,22635.0,1209.0,44061.0
JC39_S2_NODE_7848_length_1173_cov_7.267442,AB451219.1,Ralstonia phage RSB1,0.996,42,64.3,22144.0,1209.0,43079.0
JC39_S2_NODE_7980_length_1167_cov_2.545863,HE611333.2,Pseudomonas phage tf,0.996,87,39.1,23689.0,1107.0,46271.0
JC39_S2_NODE_7_length_10930_cov_40.667678,KX925554.1,Streptomyces phage BRock,0.988,502,49.6,61753.0,10983.0,112523.0
JC39_S2_NODE_7_length_10930_cov_40.667678,MZ868718,Pseudomonas phage psageK9,0.992,175,49.1,31224.0,10983.0,51465.0
JC39_S2_NODE_7_length_10930_cov_40.667678,MF431616.1,Lentibacter phage vB_LenP_ICBM2,0.992,189,34.9,25945.0,10983.0,40907.0
JC39_S2_NODE_7_length_10930_cov_40.667678,MZ826350,Pseudomonas phage M5.1,0.993,254,47.6,54759.5,10983.0,98536.0
JC39_S2_NODE_7_length_10930_cov_40.667678,KF856712.1,Pseudomonas phage phiIBB-PAA2,0.994,111,51.4,28163.5,10983.0,45344.0
JC39_S2_NODE_7_length_10930_cov_40.667678,KP774835.2,Citrobacter phage CVT22,0.994,115,51.3,29309.5,10983.0,47636.0
JC39_S2_NODE_7_length_10930_cov_40.667678,ON529858,Brevundimonas phage vB_BgoS-Bajun,0.999,102,33.3,109122.0,10983.0,207261.0
JC39_S2_NODE_801_length_2416_cov_2.922067,AY029185.2,Bordetella phage BPP-1,0.978,399,40.4,22433.0,2373.0,42493.0
JC39_S2_NODE_8589_length_1138_cov_2.166205,MH248947.1,Streptomyces phage Yosif,0.995,115,35.7,25645.0,1161.0,50129.0
JC39_S2_NODE_8589_length_1138_cov_2.166205,AP019524.1,Tenacibaculum phage PTm1,0.999,127,42.5,112920.5,1161.0,224680.0
JC39_S2_NODE_869_length_2353_cov_17.986945,KM216423.1,Staphylococcus phage P108,0.998,109,33.0,71276.5,1746.0,140807.0
JC39_S2_NODE_8821_length_1127_cov_2.816231,KX670790.2,Streptomyces phage Rima,0.993,149,42.3,28586.5,1005.0,56168.0
JC39_S2_NODE_8821_length_1127_cov_2.816231,KJ567043.1,Mycobacterium phage Gaia,0.999,39,53.8,45732.5,1005.0,90460.0
JC39_S2_NODE_8842_length_1126_cov_3.712418,MK279841.1,Streptomyces phage Hiyaa,0.989,290,54.967,42097.0,975.0,83219.0
JC39_S2_NODE_8953_length_1121_cov_2.271107,KM652554.1,Streptomyces phage Jay2Jay,0.996,104,77.9,67166.0,801.0,133531.0
JC39_S2_NODE_8953_length_1121_cov_2.271107,MK977711.1,Streptomyces phage Evy,0.997,71,91.5,66889.0,801.0,132977.0
JC39_S2_NODE_8953_length_1121_cov_2.271107,MF155946.1,Streptomyces phage Mildred21,0.998,58,87.9,66388.5,801.0,131976.0
JC39_S2_NODE_8953_length_1121_cov_2.271107,MF347638.1,Streptomyces phage Peebs,0.999,25,100.0,66924.0,801.0,133047.0
JC39_S2_NODE_927_length_2313_cov_2.141275,AP013544.1,uncultured phage_MedDCM-OCT-S45-C18,0.963,467,55.9,21344.0,2124.0,40564.0
JC39_S2_NODE_927_length_2313_cov_2.141275,MF979559.1,Ralstonia phage DU_RP_I,0.997,70,32.9,21390.5,2124.0,40657.0
JC39_S2_NODE_951_length_2288_cov_2.621137,KU197013.1,Xanthomonas phage XAJ24,0.994,140,35.7,23523.0,2184.0,44862.0
JC39_S2_NODE_96_length_4378_cov_7.031922,MH155868.1,Streptomyces phage FlowerPower,0.994,176,28.4,25223.5,4314.0,46133.0
JC39_S2_NODE_96_length_4378_cov_7.031922,OR475273,Gordonia phage Erutan,0.997,124,32.3,35635.5,4314.0,66957.0
JC39_S2_NODE_96_length_4378_cov_7.031922,MT310865.1,Streptomyces phage Bmoc,0.998,193,24.4,68599.5,4314.0,132885.0
JC39_S2_NODE_96_length_4378_cov_7.031922,MK977695.1,Gordonia phage Pupper,0.999,37,48.6,77572.0,4314.0,150830.0
JC39_S2_NODE_984_length_2265_cov_27.637557,JQ446452.1,Salinivibrio phage CW02,0.996,61,49.2,25620.5,1851.0,49390.0
JC39_S2_NODE_984_length_2265_cov_27.637557,MN096371.1,Streptomyces phage Braelyn,0.998,138,29.7,66542.5,1851.0,131234.0
JC42_S11_NODE_1000_length_4674_cov_4.003464,MZ501087,Escherichia phage JulesPiccard,0.991,276,27.2,25914.5,4098.0,47731.0
JC42_S11_NODE_1000_length_4674_cov_4.003464,KT361651.1,Paenibacillus phage Harrison,0.992,134,46.3,24173.5,4098.0,44249.0
JC42_S11_NODE_10122_length_1772_cov_2.993593,MG198777.1,Corynebacterium phage Darwin,0.998,88,30.7,34594.5,1446.0,67743.0
JC42_S11_NODE_10184_length_1768_cov_2.056042,KM236245.1,Bacillus phage Mater,0.999,79,51.9,82902.5,1503.0,164302.0
JC42_S11_NODE_1038_length_4600_cov_10.293509,MF975637.1,Streptomyces phage Scap1,0.935,1005,52.65,23832.5,4605.0,43060.0
JC42_S11_NODE_1038_length_4600_cov_10.293509,MN284896.1,Gordonia phage OhMyWard,0.99,184,61.4,32791.5,4605.0,60978.0
JC42_S11_NODE_1038_length_4600_cov_10.293509,MF467948.1,Streptomyces phage DrGrey,0.994,180,36.1,30340.5,4605.0,56076.0
JC42_S11_NODE_1038_length_4600_cov_10.293509,KU160642.1,Arthrobacter phage Circum,0.996,78,57.7,31479.0,4605.0,58353.0
JC42_S11_NODE_10544_length_1743_cov_2.839455,MN617843.1,Mycobacterium phage Quesadilla,0.998,35,74.3,36312.0,1632.0,70992.0
JC42_S11_NODE_10544_length_1743_cov_2.839455,JN699628.3,Mycobacterium phage Bongo,0.998,66,43.9,40930.0,1632.0,80228.0
JC42_S11_NODE_10544_length_1743_cov_2.839455,JN638751.1,Bacillus phage G,1.0,93,30.1,249572.5,1632.0,497513.0
JC42_S11_NODE_10576_length_1741_cov_2.204033,JQ692107.1,Vibrio phage SSP002,0.993,243,37.0,39021.0,1692.0,76350.0
JC42_S11_NODE_10576_length_1741_cov_2.204033,MT863729,Campylobacter phage F372,0.998,129,29.5,66578.5,1692.0,131465.0
JC42_S11_NODE_10619_length_1738_cov_3.429590,MG649966.1,Vibrio phage Ceto,0.997,171,34.5,64965.0,1689.0,128241.0
JC42_S11_NODE_10619_length_1738_cov_3.429590,MT418680,Fadolivirus FV1/VV64,1.0,151,33.8,787596.5,1689.0,1573504.0
JC42_S11_NODE_1067_length_4553_cov_7.051134,KU160638.1,Arthrobacter phage Amigo,0.981,758,26.5,31740.5,4308.0,59173.0
JC42_S11_NODE_1067_length_4553_cov_7.051134,EU770222.1,Mycobacterium phage Predator,0.994,232,34.5,37209.0,4308.0,70110.0
JC42_S11_NODE_1067_length_4553_cov_7.051134,OK040790,Microbacterium phage Pumpernickel,0.999,84,32.1,95201.5,4308.0,186095.0
JC42_S11_NODE_1067_length_4553_cov_7.051134,ON529851,Brevundimonas phage vB_BpoS-Marchewka,0.999,105,36.2,176364.5,4308.0,348421.0
JC42_S11_NODE_1068_length_4549_cov_3.884513,KR063280.1,Gordonia phage GMA6,0.996,248,25.4,43765.0,4206.0,83324.0
JC42_S11_NODE_1068_length_4549_cov_3.884513,JN712910.1,Bacillus phage BCD7,0.998,83,32.5,49022.5,4206.0,93839.0
JC42_S11_NODE_10697_length_1733_cov_2.682360,MH834603.1,Arthrobacter phage Bridgette,0.989,203,39.9,22422.0,1731.0,43113.0
JC42_S11_NODE_10697_length_1733_cov_2.682360,KU160640.2,Arthrobacter phage Bennie,0.993,88,58.0,22403.0,1731.0,43075.0
JC42_S11_NODE_10697_length_1733_cov_2.682360,MG593803.1,Streptomyces phage Rowa,0.994,122,35.2,22310.5,1731.0,42890.0
JC42_S11_NODE_10697_length_1733_cov_2.682360,MH697580.1,Gordonia phage Catfish,0.995,110,34.5,24309.5,1731.0,46888.0
JC42_S11_NODE_10914_length_1717_cov_7.729844,MN585971.1,Gordonia phage Avazak,0.987,257,50.65,30971.5,1665.0,60278.0
JC42_S11_NODE_1109_length_4474_cov_3.959719,MW353181.1,Mycobacterium phage phiT46-1,0.978,379,55.9,28520.0,4191.0,52849.0
JC42_S11_NODE_1109_length_4474_cov_3.959719,MF668270.1,Mycobacterium phage Emma,0.989,175,64.0,30304.5,4191.0,56418.0
JC42_S11_NODE_1109_length_4474_cov_3.959719,MK977707,Mycobacterium phage LilSpotty,0.995,143,29.4,26994.5,4191.0,49798.0
JC42_S11_NODE_1114_length_4464_cov_3.651622,AB451219.1,Ralstonia phage RSB1,0.997,37,70.3,23771.5,4464.0,43079.0
JC42_S11_NODE_11173_length_1700_cov_4.582979,MH590599.1,Streptomyces phage Karimac,0.996,241,34.0,66805.0,1701.0,131909.0
JC42_S11_NODE_112_length_11588_cov_5.022197,BX571876.1,Leptospira phage LE1,0.996,138,45.7,42081.0,10539.0,73623.0
JC42_S11_NODE_112_length_11588_cov_5.022197,MZ028627,Gordonia phage VanLee,0.997,122,44.3,47549.5,10539.0,84560.0
JC42_S11_NODE_112_length_11588_cov_5.022197,AF396866.1,Myxococcus phage Mx8,0.997,82,39.0,30036.5,10539.0,49534.0
JC42_S11_NODE_112_length_11588_cov_5.022197,MF919542.1,Gordonia phage Patio,0.998,64,48.4,38395.0,10539.0,66251.0
JC42_S11_NODE_112_length_11588_cov_5.022197,KF381361.1,Sinorhizobium phage phiM12,0.999,59,40.7,102620.0,10539.0,194701.0
JC42_S11_NODE_11358_length_1690_cov_2.494801,MH727561.1,Mycobacterium phage Serendipitous,0.993,146,54.1,35746.5,1626.0,69867.0
JC42_S11_NODE_113_length_11515_cov_4.053316,MN857473,Caulobacter phage S2B,0.994,125,48.0,28407.5,11133.0,45682.0
JC42_S11_NODE_113_length_11515_cov_4.053316,CP019275.1,Escherichia coli,0.995,113,38.9,24289.5,11133.0,37446.0
JC42_S11_NODE_113_length_11515_cov_4.053316,HQ633071.1,Synechococcus phage S-SKS1,0.996,448,28.6,109570.0,11133.0,208007.0
JC42_S11_NODE_113_length_11515_cov_4.053316,AP017903.1,Azobacteroides phage ProJPt-Bp1,0.998,84,38.1,55325.0,11133.0,99517.0
JC42_S11_NODE_113_length_11515_cov_4.053316,FM207411.1,Synechococcus phage S-RSM4,0.999,97,38.1,102793.5,11133.0,194454.0
JC42_S11_NODE_113_length_11515_cov_4.053316,MT774404.1,crAssphage cr114_1,0.999,27,59.3,54720.5,11133.0,98308.0
JC42_S11_NODE_11655_length_1673_cov_2.366502,KU160669.1,Arthrobacter phage Tank,0.998,66,42.4,34624.0,1656.0,67592.0
JC42_S11_NODE_11720_length_1669_cov_4.021685,MN873693,Cedratvirus kamchatka,0.999,119,40.3,234052.5,1338.0,466767.0
JC42_S11_NODE_11795_length_1665_cov_5.196894,MN284904.1,Gordonia phage Tanis,0.988,185,65.1,30700.5,1674.0,59727.0
JC42_S11_NODE_11795_length_1665_cov_5.196894,MF975637.1,Streptomyces phage Scap1,0.989,135,61.5,22367.0,1674.0,43060.0
JC42_S11_NODE_11795_length_1665_cov_5.196894,OX365879,uncultured archaeal virus,0.995,68,52.9,22082.0,1674.0,42490.0
JC42_S11_NODE_11795_length_1665_cov_5.196894,MG757154.1,Streptomyces phage Bing,0.997,47,57.4,29007.5,1674.0,56341.0
JC42_S11_NODE_117_length_11368_cov_6.314329,KU963258.1,Gordonia phage Katyusha,0.994,232,34.9,42641.5,9903.0,75380.0
JC42_S11_NODE_117_length_11368_cov_6.314329,KC758116.1,Pseudomonas phage LKO4,0.998,70,34.3,35860.5,9903.0,61818.0
JC42_S11_NODE_1185_length_4341_cov_10.104760,JQ312117.1,Agrobacterium phage 7-7-1,0.998,64,43.8,36753.5,4116.0,69391.0
JC42_S11_NODE_11922_length_1658_cov_2.223331,KF977490.1,Rhizobium phage vB_RglS_P106B,0.995,149,32.2,28774.0,1524.0,56024.0
JC42_S11_NODE_12081_length_1648_cov_2.796610,KP027201.1,Mycobacterium phage Sbash,0.996,83,41.0,28609.0,1386.0,55832.0
JC42_S11_NODE_12126_length_1646_cov_2.819610,OK040790,Microbacterium phage Pumpernickel,0.999,105,38.1,93748.0,1401.0,186095.0
JC42_S11_NODE_1222_length_4285_cov_3.493144,MN484600.1,Arthrobacter phage Kuleana,0.989,297,26.9,21480.0,4110.0,38850.0
JC42_S11_NODE_1222_length_4285_cov_3.493144,EU874396.1,Bacillus phage IEBH,0.995,150,32.7,28607.0,4110.0,53104.0
JC42_S11_NODE_1222_length_4285_cov_3.493144,MH460825.1,Paenibacillus phage Scottie,0.995,115,42.6,30050.0,4110.0,55990.0
JC42_S11_NODE_1222_length_4285_cov_3.493144,MH632119.1,Mycobacterium phage Harley,0.997,64,42.2,31420.5,4110.0,58731.0
JC42_S11_NODE_12262_length_1638_cov_4.481996,EF537008.1,Phormidium phage Pf-WMP3,0.995,76,51.3,22266.5,1284.0,43249.0
JC42_S11_NODE_12289_length_1637_cov_2.395702,KU958700,Streptomyces phage Chymera,0.993,129,34.1,18181.0,1620.0,34742.0
JC42_S11_NODE_12289_length_1637_cov_2.395702,AY954950.1,Staphylococcus phage 187,0.997,35,51.4,20620.0,1620.0,39620.0
JC42_S11_NODE_1239_length_4257_cov_4.776535,KX670790.2,Streptomyces phage Rima,0.939,1102,55.875,30194.5,4221.0,56168.0
JC42_S11_NODE_1239_length_4257_cov_4.776535,MN284904.1,Gordonia phage Tanis,0.99,169,60.25,31974.0,4221.0,59727.0
JC42_S11_NODE_1239_length_4257_cov_4.776535,GU580942.1,Rhodococcus phage ReqiPoco6,0.996,100,58.0,41142.5,4221.0,78064.0
JC42_S11_NODE_12466_length_1628_cov_2.445010,MG189906.1,Stenotrophomonas phage vB_SmaS_DLP_5,0.998,82,40.2,49061.5,1581.0,96542.0
JC42_S11_NODE_12494_length_1626_cov_3.108848,MZ028627,Gordonia phage VanLee,0.996,168,33.3,43000.0,1440.0,84560.0
JC42_S11_NODE_12494_length_1626_cov_3.108848,GU459069.1,Aeromonas phage 65,0.997,238,45.15,118334.5,1440.0,235229.0
JC42_S11_NODE_12494_length_1626_cov_3.108848,AY266303.2,Aeromonas phage Aeh1,1.0,33,51.5,117337.0,1440.0,233234.0
JC42_S11_NODE_1267_length_4213_cov_15.906686,KM359505.1,Prochlorococcus phage P-TIM68,0.995,310,50.0,100713.0,4065.0,197361.0
JC42_S11_NODE_1267_length_4213_cov_15.906686,KF381361.1,Sinorhizobium phage phiM12,0.995,314,48.1,99383.0,4065.0,194701.0
JC42_S11_NODE_1267_length_4213_cov_15.906686,GU075905.1,Prochlorococcus phage P-HM2,0.998,218,34.9,93935.5,4065.0,183806.0
JC42_S11_NODE_1267_length_4213_cov_15.906686,GU071098.1,Synechococcus phage S-SSM7,0.999,120,29.2,118471.5,4065.0,232878.0
JC42_S11_NODE_1270_length_4210_cov_3.067389,MK494099.1,Mycobacterium phage Typha,0.991,371,34.0,39837.0,3987.0,75687.0
JC42_S11_NODE_1270_length_4210_cov_3.067389,KU728633.1,Mycobacterium phage Bipper,0.994,187,44.4,40909.5,3987.0,77832.0
JC42_S11_NODE_1270_length_4210_cov_3.067389,JF937090.1,Mycobacterium phage Baka,0.996,185,41.6,57837.5,3987.0,111688.0
JC42_S11_NODE_1270_length_4210_cov_3.067389,JF937101.1,Mycobacterium phage LittleE,0.997,155,33.5,56536.5,3987.0,109086.0
JC42_S11_NODE_13003_length_1600_cov_1.865372,KF811200.1,Acinetobacter phage IMEAB3,0.994,162,27.8,22242.0,1434.0,43050.0
JC42_S11_NODE_13003_length_1600_cov_1.865372,OK499995,Serratia phage vB_SmaS_Tlacuache,0.995,102,39.2,22056.5,1434.0,42679.0
JC42_S11_NODE_13003_length_1600_cov_1.865372,KJ419279.1,Enterobacteria phage 9g,0.996,146,26.7,29068.0,1434.0,56702.0
JC42_S11_NODE_13053_length_1597_cov_2.956550,MF140432,Arthrobacter phage Teacup,0.994,211,28.9,29783.5,1329.0,58238.0
JC42_S11_NODE_13053_length_1597_cov_2.956550,GU580941.1,Rhodococcus phage ReqiPepy6,0.997,87,37.9,39063.0,1329.0,76797.0
JC42_S11_NODE_13053_length_1597_cov_2.956550,MG757154.1,Streptomyces phage Bing,0.998,37,51.4,28835.0,1329.0,56341.0
JC42_S11_NODE_13081_length_1596_cov_1.871512,AB451219.1,Ralstonia phage RSB1,0.996,37,70.3,22088.5,1098.0,43079.0
JC42_S11_NODE_13081_length_1596_cov_1.871512,HQ336222.2,Acanthamoeba polyphaga mimivirus,1.0,231,28.1,591323.5,1098.0,1181549.0
